Name,Team,G,PA,AB,H,1B,2B,3B,HR,R,RBI,BB,IBB,SO,HBP,SF,SH,GDP,SB,CS,AVG,BB%,K%,BB/K,OBP,SLG,wOBA,OPS,ISO,Spd,BABIP,UBR,wSB,wRC,wRAA,wRC+,BsR,Fld,Off,Def,WAR,ADP,InterSD,InterSK,IntraSD,Vol,Skew,Dim,FPTS,FPTS/G,SPTS,SPTS/G,P10,P20,P30,P40,P50,P60,P70,P80,P90,TT10,TT20,TT30,TT40,TT50,TT60,TT70,TT80,TT90,NameASCII,PlayerId,MLBAMID,PlayerType,W,L,QS,ERA,GS,SV,HLD,BS,IP,TBF,ER,K/9,BB/9,K/BB,HR/9,K-BB%,WHIP,LOB%,GB%,HR/FB,FIP,RA9-WAR,FPTS/IP,SPTS/IP
Eminen Flores,TOR,1,,,3.0,,,,0.0,2.0,,2.0,0.0,1.0,0.0,,,,,,0.273645,0.145093,0.122389,,,,,,,,0.285204,,,,,,,,,,-0.0207782,999.0,,,,,,,7.072679615020754,,8.751810550689697,,,,,,,,,,,,,,,,,,,,Eminen Flores,sa3019632,800484,Pitcher,0.0,0.0,0.0,6.23899,1.0,0.0,0.0,,2.55036,12.0,2.0,4.97808,5.90153,0.843523,1.43254,-0.0227036625146865,1.69679,0.637499,,,6.24286,-0.0423368,2.773206042744346,3.4315952687268965
Sam Weatherly,COL,1,,,1.0,,,,0.0,1.0,,1.0,0.0,1.0,0.0,,,,,,0.273449,0.137362,0.166134,,,,,,,,0.297486,,,,,,,,,,-0.0207859,999.0,,,,,,,5.749167633056642,,5.317005157470703,,,,,,,,,,,,,,,,,,,,Sam Weatherly,sa3014455,676333,Pitcher,0.0,0.0,0.0,6.38296,0.0,0.0,0.0,,1.2634,6.0,1.0,7.21275,5.96363,1.20946,1.79196,0.0287713855504989,1.78359,0.670483,,,6.2944,-0.0211003,4.550548471737025,4.208485686593618
Gabriel Rosado,DET,1,,,2.0,,,,0.0,1.0,,1.0,0.0,1.0,0.0,,,,,,0.26966,0.118562,0.139196,,,,,,,,0.285866,,,,,,,,,,-0.0207981,999.0,,,,,,,7.935897254943849,,8.551281929016113,,,,,,,,,,,,,,,,,,,,Gabriel Rosado,sa3067423,815531,Pitcher,0.0,0.0,0.0,5.72207,0.0,0.0,0.0,,1.91026,8.0,1.0,4.94888,4.21526,1.17404,1.27974,0.0206343233585357,1.3943,0.585565,,,5.43382,-0.00134114,4.154362374559984,4.476510060412901
Tanner Witt,NYM,1,,,2.0,,,,0.0,1.0,,1.0,0.0,2.0,0.0,,,,,,0.244182,0.141092,0.192444,,,,,,,,0.282674,,,,,,,,,,-0.0208028,999.0,,,,,,,7.896840429306031,,9.173540830612184,,,,,,,,,,,,,,,,,,,,Tanner Witt,sa3025651,691027,Pitcher,0.0,0.0,0.0,5.02523,0.0,0.0,0.0,,1.63471,8.0,1.0,8.82132,6.46743,1.36396,1.39543,0.0513520389795303,1.77066,0.747179,,,5.54436,-0.0170506,4.830734067988116,5.611729983812354
Matt Ager,PIT,1,,,4.0,,,,1.0,3.0,,2.0,0.0,2.0,0.0,,,,,,0.282417,0.110765,0.10665,,,,,,,,0.288943,,,,,,,,,,-0.0208239,999.0,,,,,,,3.394404983520504,,3.982706069946289,,,,,,,,,,,,,,,,,,,,Matt Ager,sa3025798,700400,Pitcher,0.0,0.0,0.0,5.97486,1.0,0.0,0.0,,3.79654,17.0,3.0,4.32012,4.48682,0.962846,1.42936,-0.004115417599678,1.61365,0.638649,,,5.8969,-0.0500056,0.8940782655046684,1.0490353839097184
Brody Jessee,CIN,1,,,2.0,,,,0.0,1.0,,1.0,0.0,1.0,0.0,,,,,,0.26239,0.116871,0.171428,,,,,,,,0.284764,,,,,,,,,,-0.0208414,999.0,,,,,,,6.785999608039856,,7.774324059486389,,,,,,,,,,,,,,,,,,,,Brody Jessee,sa3020447,689297,Pitcher,0.0,0.0,0.0,5.71991,0.0,0.0,0.0,,1.75486,8.0,1.0,7.17848,4.89392,1.46682,1.71712,0.0545572191476821,1.60706,0.681299,,,5.82132,-0.002638,3.866964316586387,4.430155534933288
Carlos Rodriguez,MIL,11,,,11.0,,,,2.0,7.0,,5.0,,9.0,1.0,,,,,,0.254514,0.102411,0.19018,,,,,,,,0.285598,,,,,,,,,,-0.0208818,999.0,,,,,,,28.200000000000003,,29.0,,,,,,,,,,,,,,,,,,,,Carlos Rodriguez,30161,692230,Pitcher,0.0,0.0,0.0,5.07062,0.0,0.0,0.0,,11.0,49.0,6.0,7.40376,3.98689,1.85702,1.45919,0.0877689495682716,1.41829,0.673995,,,5.04876,-0.0467118,2.563636363636364,2.636363636363636
Carlos De La Rosa,SFG,1,,,3.0,,,,0.0,2.0,,2.0,0.0,2.0,0.0,,,,,,0.281977,0.11821,0.115876,,,,,,,,0.295667,,,,,,,,,,-0.0208842,999.0,,,,,,,13.139999294281008,,13.499999523162842,,,,,,,,,,,,,,,,,,,,Carlos De La Rosa,sa3068459,822215,Pitcher,0.0,0.0,0.0,5.85649,1.0,0.0,0.0,,3.1,14.0,2.0,4.74309,4.83864,0.980253,1.29925,-0.0023342818021774,1.65282,0.649399,,,5.73728,-0.009171,4.238709580166405,4.354838689829879
Ricardo Estrada,SFG,1,,,4.0,,,,0.0,3.0,,2.0,0.0,2.0,0.0,,,,,,0.280291,0.126331,0.116199,,,,,,,,0.294032,,,,,,,,,,-0.0208873,999.0,,,,,,,13.953639698028566,,15.80651330947876,,,,,,,,,,,,,,,,,,,,Ricardo Estrada,sa3016017,698962,Pitcher,0.0,0.0,0.0,5.93078,1.0,0.0,0.0,,3.5613,15.0,2.0,4.43956,4.82665,0.919803,1.20863,-0.0101313516497612,1.56101,0.61272,,,5.66215,-0.0742922,3.918128006171979,4.4384077429309645
Juan Lopez,WSN,1,,,2.0,,,,0.0,2.0,,1.0,0.0,1.0,0.0,,,,,,0.272858,0.127948,0.125574,,,,,,,,0.279354,,,,,,,,,,-0.0209105,999.0,,,,,,,11.304819774627688,,10.82758092880249,,,,,,,,,,,,,,,,,,,,Juan Lopez,sa3068105,829681,Pitcher,0.0,0.0,0.0,6.25511,1.0,0.0,0.0,,2.36552,10.0,2.0,5.01559,5.11041,0.981446,1.63482,-0.0023739337921142,1.60864,0.627273,,,6.25228,-0.0479921,4.779007576730346,4.577259286569411
Oliver Sirotti,ATH,1,,,1.0,,,,0.0,1.0,,1.0,0.0,1.0,0.0,,,,,,0.279513,0.106522,0.127519,,,,,,,,0.292084,,,,,,,,,,-0.0209241,999.0,,,,,,,4.379999566078187,,4.391891598701477,,,,,,,,,,,,,,,,,,,,Oliver Sirotti,sa3024082,820971,Pitcher,0.0,0.0,0.0,5.8599,0.0,0.0,0.0,,1.07838,6.0,1.0,6.18161,5.16375,1.19712,1.79158,0.0209973081946373,1.9011,0.73345,,,6.2616,-0.0430654,4.061653953811883,4.072681653836634
Roiner Quintana,HOU,1,,,1.0,,,,0.0,1.0,,1.0,0.0,1.0,0.0,,,,,,0.275789,0.107847,0.127055,,,,,,,,0.283689,,,,,,,,,,-0.0209671,999.0,,,,,,,5.579093766212464,,5.202090382575989,,,,,,,,,,,,,,,,,,,,Roiner Quintana,sa3019510,805452,Pitcher,0.0,0.0,0.0,5.98468,0.0,0.0,0.0,,1.24042,6.0,1.0,5.16934,4.38786,1.1781,1.65225,0.0192075818777084,1.58503,0.646639,,,5.99656,-0.0366761,4.497752710832982,4.193820197453606
Roman Phansalkar,,1,,,1.0,,,,0.0,1.0,,1.0,0.0,1.0,0.0,,,,,,0.269278,0.131185,0.142168,,,,,,,,0.286765,,,,,,,,,,-0.0209741,999.0,,,,,,,6.529681372642518,,5.844379305839539,,,,,,,,,,,,,,,,,,,,Roman Phansalkar,sa3019949,676502,Pitcher,0.0,0.0,0.0,5.91187,0.0,0.0,0.0,,1.36888,6.0,1.0,5.78255,5.3358,1.08373,1.47111,0.0109836459159851,1.6348,0.652472,,,5.92501,-0.028481,4.770104841407223,4.269473567057561
Josehp Marte,LAD,1,,,2.0,,,,0.0,1.0,,1.0,0.0,1.0,0.0,,,,,,0.270604,0.118427,0.132911,,,,,,,,0.28606,,,,,,,,,,-0.0209745,999.0,,,,,,,3.3525399684906008,,5.454418897628784,,,,,,,,,,,,,,,,,,,,Josehp Marte,sa3024284,824213,Pitcher,0.0,0.0,0.0,5.67757,0.0,0.0,0.0,,1.29088,7.0,1.0,6.14109,5.47185,1.12231,1.59098,0.0144842863082885,1.81572,0.718455,,,6.08065,-0.0319346,2.597088925946728,4.225336923539794
Wyatt Lunsford-Shenkman,SEA,1,,,1.0,,,,0.0,1.0,,1.0,0.0,1.0,0.0,,,,,,0.256906,0.128032,0.152597,,,,,,,,0.278955,,,,,,,,,,-0.021018,999.0,,,,,,,6.335521316528322,,5.713190078735352,,,,,,,,,,,,,,,,,,,,Wyatt Lunsford-Shenkman,sa3036703,701828,Pitcher,0.0,0.0,0.0,5.34913,0.0,0.0,0.0,,1.34264,6.0,1.0,6.29216,5.27926,1.19186,1.35059,0.0245646685361862,1.59816,0.683687,,,5.61975,-0.0377529,4.718711404133089,4.255197612259191
Dylan Lesko,TBR,1,,,2.0,,,,0.0,2.0,,2.0,0.0,2.0,0.0,,,,,,0.249206,0.1729,0.17138,,,,,,,,0.275606,,,,,,,,,,-0.0210632,999.0,,,,,,,11.91450834274292,,10.915208339691162,,,,,,,,,,,,,,,,,,,,Dylan Lesko,sa3020677,702266,Pitcher,0.0,0.0,0.0,6.00178,1.0,0.0,0.0,,2.58304,12.0,2.0,7.15626,7.21974,0.991208,1.48534,-0.0015200823545455,1.7423,0.67093,,,6.29198,-0.0377089,4.612588519430663,4.225719033175184
Trent Hodgdon,CIN,1,,,1.0,,,,0.0,1.0,,1.0,0.0,1.0,0.0,,,,,,0.252568,0.16417,0.17865,,,,,,,,0.285608,,,,,,,,,,-0.0210707,999.0,,,,,,,6.711607789993288,,5.967302560806274,,,,,,,,,,,,,,,,,,,,Trent Hodgdon,sa3025536,695787,Pitcher,0.0,0.0,0.0,5.80116,0.0,0.0,0.0,,1.39346,7.0,1.0,7.82868,7.19414,1.0882,1.46369,0.0144802927970886,1.81034,0.699032,,,6.10818,-0.0216098,4.816503755519843,4.282362154311067
Edgar Alfonso,LAA,1,,,1.0,,,,0.0,1.0,,1.0,0.0,1.0,0.0,,,,,,0.280103,0.105887,0.121978,,,,,,,,0.287645,,,,,,,,,,-0.0210775,999.0,,,,,,,4.379999566078187,,4.391891598701477,,,,,,,,,,,,,,,,,,,,Edgar Alfonso,sa3015870,701660,Pitcher,0.0,0.0,0.0,6.03702,0.0,0.0,0.0,,1.07838,6.0,1.0,5.62267,4.88094,1.15197,1.83979,0.0160912349820137,1.8081,0.706654,,,6.35148,-0.0431003,4.061653953811883,4.072681653836634
Andrew Shaffner,CIN,1,,,2.0,,,,0.0,1.0,,1.0,0.0,1.0,0.0,,,,,,0.278912,0.110453,0.126317,,,,,,,,0.291821,,,,,,,,,,-0.0211177,999.0,,,,,,,4.809246301651002,,6.438679933547974,,,,,,,,,,,,,,,,,,,,Andrew Shaffner,sa3042042,810836,Pitcher,0.0,0.0,0.0,5.86146,0.0,0.0,0.0,,1.48774,7.0,1.0,5.61979,4.91403,1.14362,1.60406,0.0158635973930358,1.75598,0.693446,,,6.01856,-0.0167092,3.232593917612725,4.327837728647213
Hunter Alberini,KCR,1,,,1.0,,,,0.0,1.0,,1.0,0.0,1.0,0.0,,,,,,0.274064,0.125808,0.13222,,,,,,,,0.292329,,,,,,,,,,-0.0211622,999.0,,,,,,,5.1726402044296265,,4.9274595975875854,,,,,,,,,,,,,,,,,,,,Hunter Alberini,sa3058474,828043,Pitcher,0.0,0.0,0.0,5.76361,0.0,0.0,0.0,,1.18549,6.0,1.0,6.12569,5.82861,1.05097,1.49999,0.006412386894226,1.86335,0.714038,,,6.07582,-0.036034,4.363285923142215,4.156468311983948
Tommy Mace,CLE,1,,,4.0,,,,1.0,3.0,,2.0,0.0,2.0,0.0,,,,,,0.276566,0.123639,0.113433,,,,,,,,0.284811,,,,,,,,,,-0.0211681,999.0,,,,,,,4.635307741165166,,4.821153879165649,,,,,,,,,,,,,,,,,,,,Tommy Mace,sa3018140,676390,Pitcher,0.0,0.0,0.0,6.00267,1.0,0.0,0.0,,3.96423,17.0,3.0,4.32956,4.71907,0.91746,1.34398,-0.0102051571011543,1.53769,0.609065,,,5.84497,-0.0544199,1.1692830219227086,1.2161637784955712
Alberto Toribio,KCR,1,,,5.0,,,,1.0,3.0,,2.0,0.0,2.0,0.0,,,,,,0.279698,0.0978638,0.12636,,,,,,,,0.288877,,,,,,,,,,-0.0211692,999.0,,,,,,,1.8534104347229,,4.6982502937316895,,,,,,,,,,,,,,,,,,,,Alberto Toribio,sa3025239,828703,Pitcher,0.0,0.0,0.0,5.88546,1.0,0.0,0.0,,3.93965,19.0,3.0,5.38314,4.16914,1.29119,1.69703,0.0284965112805366,1.64234,0.673335,,,5.94373,-0.0448432,0.4704505240530641,1.1925552329961893
Bernardo Rivera,TEX,1,,,1.0,,,,0.0,1.0,,1.0,0.0,1.0,0.0,,,,,,0.279213,0.119062,0.114365,,,,,,,,0.285599,,,,,,,,,,-0.0211982,999.0,,,,,,,4.894661021232606,,4.7396358251571655,,,,,,,,,,,,,,,,,,,,Bernardo Rivera,sa3024531,815969,Pitcher,0.0,0.0,0.0,6.14,0.0,0.0,0.0,,1.14793,5.0,1.0,4.77008,4.96598,0.960552,1.58308,-0.004696786403656,1.67585,0.651035,,,6.18726,-0.0421244,4.263912528891655,4.128864591358793
Yonny Hernández,NYM,1,,,2.0,,,,0.0,1.0,,1.0,0.0,1.0,0.0,,,,,,0.286964,0.085487,0.134837,,,,,,,,0.300897,,,,,,,,,,-0.021212,999.0,,,,,,,5.075038599967956,,6.618269324302673,,,,,,,,,,,,,,,,,,,,Yonny Hernandez,19432,660634,Pitcher,0.0,0.0,0.0,5.85571,0.0,0.0,0.0,,1.52365,7.0,1.0,5.6839,3.6036,1.57729,1.68747,0.0493503659963607,1.61461,0.668565,,,5.66711,-0.0228144,3.330834329903723,4.343682956436084
Waner Luciano,HOU,1,,,4.0,,,,1.0,2.0,,1.0,0.0,1.0,0.0,,,,,,0.284657,0.101123,0.105459,,,,,,,,0.286956,,,,,,,,,,-0.0212172,999.0,,,,,,,-0.7600007057189924,,1.4999995231628418,,,,,,,,,,,,,,,,,,,,Waner Luciano,sa3018501,800294,Pitcher,0.0,0.0,0.0,6.10929,1.0,0.0,0.0,,3.1,14.0,2.0,4.28639,4.11017,1.04287,1.60877,0.0043355599045753,1.59726,0.635374,,,6.03424,-0.0100219,-0.2451615255159411,0.4838708288091484
Jack Carey,CLE,1,,,1.0,,,,0.0,1.0,,1.0,0.0,1.0,0.0,,,,,,0.261676,0.126756,0.145907,,,,,,,,0.280379,,,,,,,,,,-0.0212188,999.0,,,,,,,7.289920687675476,,6.358054518699646,,,,,,,,,,,,,,,,,,,,Jack Carey,sa3017887,681004,Pitcher,0.0,0.0,0.0,5.55479,0.0,0.0,0.0,,1.47161,7.0,1.0,5.93786,5.1585,1.15108,1.40308,0.0191508531570434,1.59165,0.668079,,,5.73124,-0.0255718,4.95370119176814,4.320472553268927
Sam Brodersen,WSN,1,,,1.0,,,,0.0,1.0,,1.0,0.0,1.0,0.0,,,,,,0.258241,0.14504,0.165001,,,,,,,,0.286122,,,,,,,,,,-0.0213111,999.0,,,,,,,5.322835731506348,,5.028943061828613,,,,,,,,,,,,,,,,,,,,Sam Brodersen,sa3027731,813291,Pitcher,0.0,0.0,0.0,5.64365,0.0,0.0,0.0,,1.20579,6.0,1.0,7.12815,6.26585,1.13762,1.43654,0.0199604928493499,1.73976,0.695683,,,5.90329,-0.0378861,4.414402057640184,4.170667238233384
Freddy Rodriguez,CHC,1,,,3.0,,,,1.0,2.0,,2.0,0.0,2.0,0.0,,,,,,0.27616,0.112852,0.120169,,,,,,,,0.284106,,,,,,,,,,-0.0213149,999.0,,,,,,,0.1891270160675064,,0.0602209568023681,,,,,,,,,,,,,,,,,,,,Freddy Rodriguez,sa3040979,809934,Pitcher,0.0,0.0,0.0,5.95277,1.0,0.0,0.0,,3.01204,13.0,2.0,4.8298,4.53569,1.06484,1.52632,0.0073177367448806,1.5832,0.639624,,,5.93963,-0.013258,0.0627902527492739,0.0199933842189638
Kevin Villavicencio,NYM,1,,,2.0,,,,0.0,1.0,,1.0,0.0,2.0,0.0,,,,,,0.258067,0.0976815,0.169645,,,,,,,,0.284837,,,,,,,,,,-0.0213624,999.0,,,,,,,6.670097041130066,,8.34466016292572,,,,,,,,,,,,,,,,,,,,Kevin Villavicencio,sa3015673,692944,Pitcher,0.0,0.0,0.0,4.96026,0.0,0.0,0.0,,1.46893,9.0,1.0,9.26508,5.33484,1.73671,1.86905,0.0719632878899574,1.98775,0.816606,,,5.76421,-0.0256375,4.540779895303594,5.680766691594382
Jaycob Deese,PIT,1,,,2.0,,,,0.0,1.0,,1.0,0.0,1.0,0.0,,,,,,0.289227,0.100858,0.0956549,,,,,,,,0.297663,,,,,,,,,,-0.0213935,999.0,,,,,,,5.109924936294557,,6.641841173171997,,,,,,,,,,,,,,,,,,,,Jaycob Deese,sa3020376,671600,Pitcher,0.0,0.0,0.0,5.75519,0.0,0.0,0.0,,1.52837,7.0,1.0,4.04665,4.26678,0.948409,1.26406,-0.0052034109830856,1.68066,0.661866,,,5.64812,-0.0173723,3.3433859854571635,4.34570741700922
Garrett Hampson,CIN,1,,,2.0,,,,0.0,1.0,,0.0,0.0,1.0,0.0,,,,,,0.312564,0.0667131,0.101982,,,,,,,,0.304828,,,,,,,,,,-0.0214003,999.0,,,,,,,6.10563006401062,,8.287587881088257,,,,,,,,,,,,,,,,,,,,Garrett Hampson,19262,641658,Pitcher,0.0,0.0,0.0,7.06308,0.0,0.0,0.0,,1.25752,5.0,1.0,3.93042,2.57114,1.52867,2.11925,0.0352690815925598,1.5208,0.557149,,,6.31494,-0.0286175,4.855303957162231,6.590435026773606
Jose Varela,HOU,1,,,2.0,,,,0.0,2.0,,1.0,0.0,1.0,0.0,,,,,,0.274511,0.136635,0.124128,,,,,,,,0.282086,,,,,,,,,,-0.0214363,999.0,,,,,,,11.416692113876344,,10.903170347213743,,,,,,,,,,,,,,,,,,,,Jose Varela,sa3021987,806102,Pitcher,0.0,0.0,0.0,6.37907,1.0,0.0,0.0,,2.38063,10.0,2.0,4.79855,5.28205,0.908463,1.53854,-0.0125071182847023,1.58979,0.603973,,,6.21697,-0.0520419,4.795651822520009,4.579943842341937
Samuel Carpio,MIA,1,,,1.0,,,,0.0,1.0,,1.0,0.0,1.0,0.0,,,,,,0.25375,0.171858,0.173722,,,,,,,,0.294468,,,,,,,,,,-0.0214508,999.0,,,,,,,7.337669634819031,,6.390317320823669,,,,,,,,,,,,,,,,,,,,Samuel Carpio,sa3022650,815704,Pitcher,0.0,0.0,0.0,5.4835,0.0,0.0,0.0,,1.47806,7.0,1.0,7.39814,7.31875,1.01085,1.08674,0.0018642544746398,1.79075,0.693893,,,5.69886,-0.0205073,4.964380632306347,4.32343906452954
Luis Lameda,MIL,1,,,1.0,,,,0.0,1.0,,1.0,0.0,1.0,0.0,,,,,,0.263708,0.101371,0.148583,,,,,,,,0.275218,,,,,,,,,,-0.0214513,999.0,,,,,,,5.908376073837282,,5.424578428268433,,,,,,,,,,,,,,,,,,,,Luis Lameda,sa3021233,808288,Pitcher,0.0,0.0,0.0,5.62105,0.0,0.0,0.0,,1.28492,6.0,1.0,6.5607,4.47606,1.46573,1.8693,0.0472116991877555,1.6449,0.710973,,,6.04086,-0.0324802,4.598259745604601,4.2217388182235
Luke Bell,CHW,1,,,2.0,,,,0.0,1.0,,1.0,0.0,1.0,0.0,,,,,,0.273272,0.106035,0.12436,,,,,,,,0.280533,,,,,,,,,,-0.0214584,999.0,,,,,,,5.405194234848023,,6.8413474559783936,,,,,,,,,,,,,,,,,,,,Luke Bell,sa3022731,687259,Pitcher,0.0,0.0,0.0,5.84989,0.0,0.0,0.0,,1.56827,7.0,1.0,5.04657,4.30291,1.17283,1.60646,0.0183256119489669,1.56506,0.650209,,,5.92816,-0.0191732,3.446597836145495,4.362354489700886
Ettore Giulianelli,CLE,1,,,1.0,,,,0.0,1.0,,1.0,0.0,1.0,0.0,,,,,,0.259137,0.164197,0.154925,,,,,,,,0.29198,,,,,,,,,,-0.0214653,999.0,,,,,,,5.193663573265077,,4.9416645765304565,,,,,,,,,,,,,,,,,,,,Ettore Giulianelli,sa3015281,692372,Pitcher,0.0,0.0,0.0,5.55139,0.0,0.0,0.0,,1.18833,6.0,1.0,7.10024,7.52519,0.94353,1.18037,-0.009272277355194,1.92093,0.717906,,,5.98037,-0.0398878,4.370545918882749,4.15848497746743
Brett Sullivan,COL,1,,,2.0,,,,0.0,1.0,,0.0,0.0,0.0,0.0,,,,,,0.357388,0.0720558,0.076796,,,,,,,,0.353337,,,,,,,,,,-0.0214719,999.0,,,,,,,3.391168093681336,,5.804843306541443,,,,,,,,,,,,,,,,,,,,Brett Sullivan,18217,664954,Pitcher,0.0,0.0,0.0,7.99092,0.0,0.0,0.0,,1.16097,5.0,1.0,3.21517,3.01671,1.06579,1.99734,0.0047402754426002,1.86013,0.574645,,,6.46043,-0.026393,2.9209815964023087,5.0
Robinson Ortiz,SEA,22,,,20.0,,,,3.0,11.0,,11.0,,22.0,1.0,,,,,,0.229981,0.115239,0.230751,,,,,,,,0.28172,,,,,,,,,,-0.0215061,999.0,,,,,,,89.9,,87.0,,,,,,,,,,,,,,,,,,,,Robinson Ortiz,sa3004006,673662,Pitcher,1.0,1.0,0.0,4.09345,0.0,0.0,2.0,,22.0,97.0,10.0,9.10108,4.54516,2.00237,1.09035,0.1155118197202682,1.38452,0.730713,,,4.33245,-0.0147211,4.086363636363637,3.954545454545455
Luis Carrasco,ATH,1,,,3.0,,,,0.0,2.0,,1.0,0.0,1.0,0.0,,,,,,0.29458,0.113475,0.0907459,,,,,,,,0.296026,,,,,,,,,,-0.0215831,999.0,,,,,,,11.705692195892333,,12.855197429656982,,,,,,,,,,,,,,,,,,,,Luis Carrasco,sa1172127,682918,Pitcher,0.0,0.0,0.0,6.42002,1.0,0.0,0.0,,2.77104,12.0,2.0,3.61945,4.526,0.799701,1.45032,-0.0227289497852325,1.64451,0.609901,,,6.09465,-0.0259889,4.224296425699555,4.639124593829495
Riley Huge,ATH,1,,,1.0,,,,0.0,1.0,,1.0,0.0,1.0,0.0,,,,,,0.256294,0.150343,0.177653,,,,,,,,0.287401,,,,,,,,,,-0.0215928,999.0,,,,,,,5.743393969535829,,5.313104033470154,,,,,,,,,,,,,,,,,,,,Riley Huge,sa3034253,803314,Pitcher,0.0,0.0,0.0,5.77249,0.0,0.0,0.0,,1.26262,6.0,1.0,7.79618,6.59769,1.18165,1.54207,0.0273101925849914,1.77831,0.700567,,,6.02342,-0.0337876,4.548787679631212,4.2079965776753365
Tyler Beede,,1,,,2.0,,,,0.0,1.0,,1.0,0.0,1.0,0.0,,,,,,0.258634,0.115956,0.17334,,,,,,,,0.288347,,,,,,,,,,-0.0215999,999.0,,,,,,,5.4022849082946784,,6.839381694793701,,,,,,,,,,,,,,,,,,,,Tyler Beede,16981,595881,Pitcher,0.0,0.0,0.0,5.21597,0.0,0.0,0.0,,1.56788,8.0,1.0,8.13435,5.44148,1.49488,1.58751,0.0573840886354446,1.78042,0.74825,,,5.62424,-0.0189546,3.4456065022847717,4.362194597142705
Elvin Jimenez,MIA,1,,,1.0,,,,0.0,1.0,,1.0,0.0,1.0,0.0,,,,,,0.271291,0.12788,0.134869,,,,,,,,0.289779,,,,,,,,,,-0.0216041,999.0,,,,,,,5.708640837669373,,5.289622187614441,,,,,,,,,,,,,,,,,,,,Elvin Jimenez,sa3019756,805983,Pitcher,0.0,0.0,0.0,5.73555,0.0,0.0,0.0,,1.25792,6.0,1.0,6.08604,5.77065,1.05465,1.47343,0.0069891959428787,1.81043,0.704756,,,6.02298,-0.0318359,4.538142886317448,4.205039690643735
Christian Bethancourt,CHC,1,,,2.0,,,,0.0,1.0,,1.0,0.0,1.0,0.0,,,,,,0.264705,0.0897774,0.163207,,,,,,,,0.28568,,,,,,,,,,-0.02163,999.0,,,,,,,3.600469636917114,,5.621938943862915,,,,,,,,,,,,,,,,,,,,Christian Bethancourt,10028,542194,Pitcher,0.0,0.0,0.0,5.25237,0.0,0.0,0.0,,1.32439,8.0,1.0,8.39697,4.61902,1.81791,2.00011,0.0734299197793006,1.87353,0.791165,,,5.8912,-0.0314992,2.718591690016985,4.244934143551126
Victor Lizarraga,SDP,1,,,4.0,,,,1.0,3.0,,2.0,0.0,2.0,0.0,,,,,,0.274967,0.11816,0.134968,,,,,,,,0.290181,,,,,,,,,,-0.02164,999.0,,,,,,,5.509282493591309,,5.411677360534668,,,,,,,,,,,,,,,,,,,,Victor Lizarraga,sa3015220,694205,Pitcher,0.0,0.0,0.0,5.88561,1.0,0.0,0.0,,4.08234,18.0,3.0,5.48667,4.80337,1.14225,1.48525,0.0168086364865303,1.61377,0.65053,,,5.8278,-0.0489989,1.3495418324226829,1.3256326917546657
Victor Rodriguez,MIA,1,,,2.0,,,,0.0,1.0,,1.0,0.0,1.0,0.0,,,,,,0.274792,0.120475,0.131634,,,,,,,,0.291123,,,,,,,,,,-0.0217055,999.0,,,,,,,6.798730778694153,,7.782926201820373,,,,,,,,,,,,,,,,,,,,Victor Rodriguez,sa3025066,828349,Pitcher,0.0,0.0,0.0,5.79394,0.0,0.0,0.0,,1.75659,7.0,1.0,4.92587,4.50828,1.09263,1.27536,0.011159174144268,1.49179,0.609751,,,5.53868,-0.00591112,3.870424629826122,4.430713649971955
Efrailin Ramos,TBR,1,,,2.0,,,,0.0,1.0,,1.0,0.0,1.0,0.0,,,,,,0.276309,0.106487,0.117977,,,,,,,,0.285171,,,,,,,,,,-0.0217273,999.0,,,,,,,7.125301361083985,,8.003582000732422,,,,,,,,,,,,,,,,,,,,Efrailin Ramos,sa3023691,820889,Pitcher,0.0,0.0,0.0,5.77101,0.0,0.0,0.0,,1.80072,8.0,1.0,4.54428,4.10173,1.10789,1.39184,0.0114892050623893,1.49839,0.622551,,,5.65478,-0.00647048,3.9569258993278216,4.444665467633519
Earle Zulueta,STL,1,,,3.0,,,,0.0,2.0,,2.0,0.0,2.0,0.0,,,,,,0.276696,0.116004,0.120302,,,,,,,,0.288053,,,,,,,,,,-0.0217299,999.0,,,,,,,11.49555583000183,,12.388889074325562,,,,,,,,,,,,,,,,,,,,Earle Zulueta,sa3067563,821638,Pitcher,0.0,0.0,0.0,5.84364,1.0,0.0,0.0,,2.87778,14.0,2.0,5.12802,4.9448,1.03705,1.48197,0.0042983964085578,1.692,0.672494,,,5.95692,-0.0219646,3.9945946384817246,4.305019313975862
Case Matter,TEX,1,,,1.0,,,,0.0,1.0,,1.0,0.0,1.0,0.0,,,,,,0.257998,0.148594,0.159604,,,,,,,,0.280643,,,,,,,,,,-0.0217372,999.0,,,,,,,4.083472323417665,,4.191535353660584,,,,,,,,,,,,,,,,,,,,Case Matter,sa3023085,811318,Pitcher,0.0,0.0,0.0,5.85651,0.0,0.0,0.0,,1.03831,5.0,1.0,7.5389,7.01884,1.07409,1.69482,0.0110100656747818,1.91484,0.729231,,,6.45553,-0.0475698,3.9328176013849,4.036893778162472
