Name,Team,G,PA,AB,H,1B,2B,3B,HR,R,RBI,BB,IBB,SO,HBP,SF,SH,GDP,SB,CS,AVG,BB%,K%,BB/K,OBP,SLG,wOBA,OPS,ISO,Spd,BABIP,UBR,wSB,wRC,wRAA,wRC+,BsR,Fld,Off,Def,WAR,ADP,InterSD,InterSK,IntraSD,Vol,Skew,Dim,FPTS,FPTS/G,SPTS,SPTS/G,P10,P20,P30,P40,P50,P60,P70,P80,P90,TT10,TT20,TT30,TT40,TT50,TT60,TT70,TT80,TT90,NameASCII,PlayerId,MLBAMID,PlayerType,W,L,QS,ERA,GS,SV,HLD,BS,IP,TBF,ER,K/9,BB/9,K/BB,HR/9,K-BB%,WHIP,LOB%,GB%,HR/FB,FIP,RA9-WAR,FPTS/IP,SPTS/IP
Payton Martin,LAD,1,,,4.0,,,,1.0,3.0,,2.0,0.0,3.0,0.0,,,,,,0.268364,0.102751,0.141185,,,,,,,,0.282888,,,,,,,,,,0.000824269,999.0,,,,,,,7.940963745117189,,7.7033538818359375,,,,,,,,,,,,,,,,,,,,Payton Martin,sa3020869,806293,Pitcher,0.0,0.0,0.0,5.5371,1.0,0.0,0.0,,4.14067,18.0,3.0,5.43936,3.95862,1.37406,1.45472,0.0384344980120658,1.45715,0.637914,,,5.49745,-0.0367248,1.917796457144121,1.8604120679679983
Chris Clark,TBR,1,,,5.0,,,,1.0,3.0,,2.0,0.0,3.0,0.0,,,,,,0.265266,0.100242,0.15283,,,,,,,,0.282031,,,,,,,,,,0.00081638,999.0,,,,,,,7.332619190216068,,9.04906702041626,,,,,,,,,,,,,,,,,,,,Chris Clark,sa3022874,805363,Pitcher,0.0,0.0,0.0,5.47254,1.0,0.0,0.0,,4.40981,19.0,3.0,6.0233,3.95072,1.52461,1.54868,0.0525877475738525,1.47065,0.655842,,,5.50314,-0.0236416,1.6627957961727935,2.052029460484044
Jesus Montiel,PHI,1,,,2.0,,,,0.0,1.0,,1.0,0.0,1.0,0.0,,,,,,0.267247,0.10378,0.155028,,,,,,,,0.285007,,,,,,,,,,0.000801641,999.0,,,,,,,9.145831298828124,,9.368804931640623,,,,,,,,,,,,,,,,,,,,Jesus Montiel,sa3025493,828435,Pitcher,0.0,0.0,0.0,5.59819,1.0,0.0,0.0,,2.07376,8.0,1.0,5.7153,3.82596,1.49382,1.46828,0.051248550415039,1.39336,0.612878,,,5.40544,0.032088,4.410262975880388,4.51778435094845
Barrett Morgan,BOS,1,,,4.0,,,,1.0,3.0,,1.0,0.0,2.0,0.0,,,,,,0.277932,0.101035,0.132786,,,,,,,,0.291282,,,,,,,,,,0.000755674,999.0,,,,,,,5.406110811233519,,6.314939737319946,,,,,,,,,,,,,,,,,,,,Barrett Morgan,sa3069386,834900,Pitcher,0.0,0.0,0.0,5.76971,1.0,0.0,0.0,,3.66299,15.0,2.0,4.83728,3.68065,1.31425,1.37923,0.0317500457167625,1.40718,0.592793,,,5.42068,-0.0574308,1.4758745834739515,1.7239859447782222
Simon Gregersen,ARI,1,,,2.0,,,,0.0,1.0,,1.0,0.0,1.0,0.0,,,,,,0.264299,0.10325,0.160796,,,,,,,,0.290248,,,,,,,,,,0.000732489,999.0,,,,,,,9.531302070617675,,9.629258155822754,,,,,,,,,,,,,,,,,,,,Simon Gregersen,sa3076398,809130,Pitcher,0.0,0.0,0.0,5.16879,1.0,0.0,0.0,,2.12585,9.0,1.0,6.25968,4.01946,1.55735,1.30017,0.0575459972023963,1.45839,0.661645,,,5.11398,0.034806,4.483521771176659,4.529600285673655
Herick Hernandez,ATL,1,,,4.0,,,,1.0,3.0,,3.0,0.0,4.0,0.0,,,,,,0.24645,0.134769,0.212519,,,,,,,,0.288501,,,,,,,,,,0.000731073,999.0,,,,,,,8.432356166839599,,7.71105146408081,,,,,,,,,,,,,,,,,,,,Herick Hernandez,sa3025588,803349,Pitcher,0.0,0.0,0.0,5.26784,1.0,0.0,0.0,,4.34221,19.0,3.0,8.30368,5.26578,1.57691,1.39839,0.0777500420808792,1.49718,0.670407,,,5.23116,-0.0224594,1.9419502046665624,1.7758355639380536
Luke Taggart,DET,1,,,1.0,,,,0.0,1.0,,1.0,0.0,1.0,0.0,,,,,,0.245225,0.0984363,0.203265,,,,,,,,0.287467,,,,,,,,,,0.000714914,999.0,,,,,,,5.872313833236696,,5.400212049484253,,,,,,,,,,,,,,,,,,,,Luke Taggart,sa3017932,689450,Pitcher,0.0,0.0,0.0,4.34355,0.0,0.0,0.0,,1.28004,5.0,1.0,7.52137,3.64241,2.06494,1.08207,0.1048288494348526,1.30204,0.683518,,,4.38341,-0.033875,4.587593182721113,4.218775884089197
Wyatt Hudepohl,NYM,1,,,4.0,,,,1.0,2.0,,2.0,0.0,3.0,0.0,,,,,,0.261932,0.104915,0.155274,,,,,,,,0.283963,,,,,,,,,,0.000712565,999.0,,,,,,,4.447252464294438,,5.342738151550293,,,,,,,,,,,,,,,,,,,,Wyatt Hudepohl,sa3023442,694766,Pitcher,0.0,0.0,0.0,5.2042,1.0,0.0,0.0,,3.66855,16.0,2.0,6.19312,4.18453,1.48,1.37205,0.0503594577312469,1.4903,0.672529,,,5.29209,0.0236993,1.2122651557119255,1.4563633050332605
Johnathan Harmon,CIN,1,,,5.0,,,,1.0,4.0,,2.0,0.0,3.0,0.0,,,,,,0.282154,0.0960381,0.123657,,,,,,,,0.290373,,,,,,,,,,0.00069927,999.0,,,,,,,11.219183063507078,,11.675123691558838,,,,,,,,,,,,,,,,,,,,Johnathan Harmon,sa3020452,801333,Pitcher,0.0,0.0,0.0,5.94693,1.0,0.0,0.0,,4.93502,21.0,3.0,4.64185,3.6051,1.28758,1.5114,0.0276186391711235,1.45088,0.599762,,,5.63207,-0.0611579,2.2733792956314685,2.365768017518146
Alex Carrillo,NYM,9,,,8.0,,,,1.0,5.0,,6.0,,10.0,1.0,,,,,,0.220912,0.138861,0.253378,,,,,,,,0.284043,,,,,,,,,,0.000683504,999.0,,,,,,,32.500000000000014,,31.0,,,,,,,,,,,,,,,,,,,,Alex Carrillo,26463,692024,Pitcher,1.0,0.0,0.0,4.08851,0.0,0.0,0.0,,9.0,41.0,4.0,9.91974,5.43639,1.82469,1.0072,0.1145172417163848,1.41918,0.731094,,,4.33648,-0.0203653,3.611111111111113,3.4444444444444446
Liam Hendriks,CHC,3,,,3.0,,,,0.0,1.0,,1.0,,3.0,0.0,,,,,,0.244914,0.096834,0.221088,,,,,,,,0.294168,,,,,,,,,,0.000607855,746.1699829101562,,,,,,,17.400000000000002,,18.0,,,,,,,,,,,,,,,,,,,,Liam Hendriks,3548,521230,Pitcher,0.0,0.0,0.0,4.31362,0.0,0.0,0.0,,3.0,12.0,1.0,8.62242,3.77653,2.28316,1.1669,0.1242538020014762,1.36593,0.711273,,,4.28352,0.0151013,5.800000000000001,6.0
Yaqui Rivera,BAL,1,,,2.0,,,,0.0,1.0,,1.0,0.0,2.0,0.0,,,,,,0.234382,0.117643,0.235171,,,,,,,,0.288787,,,,,,,,,,0.000599881,999.0,,,,,,,10.567919778823851,,10.97832417488098,,,,,,,,,,,,,,,,,,,,Yaqui Rivera,sa3015504,700072,Pitcher,0.0,0.0,0.0,4.29343,0.0,0.0,0.0,,1.99566,8.0,1.0,8.79306,4.39868,1.99902,1.08155,0.1175280511379242,1.33605,0.697896,,,4.36154,0.00142215,5.295438188622442,5.501086145566085
Dylan File,DET,1,,,5.0,,,,1.0,3.0,,1.0,0.0,2.0,0.0,,,,,,0.283037,0.0707427,0.113367,,,,,,,,0.288644,,,,,,,,,,0.000592138,999.0,,,,,,,10.247757053375242,,11.343079090118408,,,,,,,,,,,,,,,,,,,,Dylan File,sa3004197,668766,Pitcher,0.0,0.0,0.0,5.55011,1.0,0.0,0.0,,4.66862,20.0,3.0,4.45654,2.78095,1.60252,1.52368,0.0426240488886833,1.44465,0.638524,,,5.41214,-0.0103952,2.195031129743574,2.429645002342506
Adrian Bohorquez,MIN,1,,,3.0,,,,1.0,2.0,,2.0,0.0,3.0,0.0,,,,,,0.257721,0.118785,0.180724,,,,,,,,0.286343,,,,,,,,,,0.000580509,999.0,,,,,,,4.295465326309206,,3.4834225177764893,,,,,,,,,,,,,,,,,,,,Adrian Bohorquez,sa3021501,807974,Pitcher,0.0,0.0,0.0,5.4329,1.0,0.0,0.0,,3.29668,14.0,2.0,7.0876,4.65846,1.52145,1.47699,0.0619397759437561,1.4935,0.660084,,,5.40623,0.00436913,1.3029652433154513,1.056644187218948
Shea Sprague,BOS,1,,,4.0,,,,1.0,3.0,,2.0,0.0,2.0,0.0,,,,,,0.285348,0.104279,0.129974,,,,,,,,0.304974,,,,,,,,,,0.000521662,999.0,,,,,,,5.15478925704956,,5.172154903411865,,,,,,,,,,,,,,,,,,,,Shea Sprague,sa3042868,801873,Pitcher,0.0,0.0,0.0,5.70049,1.0,0.0,0.0,,4.03443,18.0,3.0,5.15764,4.138,1.24641,1.27262,0.0256953835487365,1.57193,0.640578,,,5.36198,-0.0365186,1.2776992051002176,1.2820035658503348
Emilio Ramos,CHC,1,,,3.0,,,,0.0,2.0,,1.0,0.0,2.0,0.0,,,,,,0.267017,0.100306,0.147271,,,,,,,,0.288524,,,,,,,,,,0.000511589,999.0,,,,,,,12.322858762741088,,13.9208505153656,,,,,,,,,,,,,,,,,,,,Emilio Ramos,sa3024291,827446,Pitcher,0.0,0.0,0.0,5.20166,1.0,0.0,0.0,,2.58417,11.0,1.0,5.88798,4.01029,1.46822,1.31446,0.0469652339816093,1.49899,0.670312,,,5.21697,-0.0385708,4.76859427639327,5.386971429942166
Jaylen Nowlin,MIN,1,,,3.0,,,,0.0,2.0,,2.0,0.0,2.0,0.0,,,,,,0.258869,0.127726,0.179115,,,,,,,,0.292153,,,,,,,,,,0.000494409,999.0,,,,,,,10.212232303619384,,11.521778583526611,,,,,,,,,,,,,,,,,,,,Jaylen Nowlin,sa3017978,701549,Pitcher,0.0,0.0,0.0,5.37462,1.0,0.0,0.0,,2.70436,12.0,2.0,7.15096,5.09932,1.40234,1.33749,0.0513889193534851,1.55388,0.669944,,,5.3444,-0.0308676,3.776216361086108,4.260452318589001
Christian Herberholz,BAL,1,,,3.0,,,,0.0,2.0,,1.0,0.0,2.0,0.0,,,,,,0.268369,0.0923812,0.155664,,,,,,,,0.289429,,,,,,,,,,0.00048971,999.0,,,,,,,11.204147720336913,,13.16496467590332,,,,,,,,,,,,,,,,,,,,Christian Herberholz,sa3066289,815179,Pitcher,0.0,0.0,0.0,5.29423,1.0,0.0,0.0,,2.43299,11.0,1.0,6.43241,3.81742,1.68501,1.52235,0.0632823482155799,1.52852,0.685932,,,5.33359,-0.0506574,4.605088472854501,5.411016401050809
Isaiah Campbell,ARI,1,,,1.0,,,,0.0,1.0,,0.0,0.0,1.0,0.0,,,,,,0.256926,0.0796877,0.189278,,,,,,,,0.299629,,,,,,,,,,0.000438619,999.0,,,,,,,8.064141201972962,,7.854149460792541,,,,,,,,,,,,,,,,,,,,Isaiah Campbell,25551,663462,Pitcher,0.0,0.0,0.0,4.20811,0.0,0.0,0.0,,1.17083,6.0,1.0,8.03879,3.3844,2.37524,1.08423,0.1095900386571884,1.47859,0.738898,,,4.19786,-0.0366044,6.887542977832709,6.708190073890971
Marlon Nieves,LAD,1,,,4.0,,,,1.0,3.0,,2.0,0.0,3.0,0.0,,,,,,0.258045,0.132485,0.157497,,,,,,,,0.282055,,,,,,,,,,0.000382293,999.0,,,,,,,5.894020509719853,,6.320284128189087,,,,,,,,,,,,,,,,,,,,Marlon Nieves,sa3021567,812363,Pitcher,0.0,0.0,0.0,5.46029,1.0,0.0,0.0,,3.86406,16.0,2.0,6.03957,5.0804,1.1888,1.27647,0.025012731552124,1.50436,0.644597,,,5.49236,-0.0524189,1.5253451943598064,1.6356602434659675
Spencer Adams,TEX,1,,,7.0,,,,1.0,3.0,,2.0,0.0,4.0,0.0,,,,,,0.266225,0.0810179,0.16164,,,,,,,,0.28826,,,,,,,,,,0.000361889,999.0,,,,,,,9.1658317565918,,14.449886322021484,,,,,,,,,,,,,,,,,,,,Spencer Adams,sa828687,656181,Pitcher,0.0,0.0,0.0,5.08577,1.0,0.0,0.0,,5.08998,27.0,3.0,7.80726,3.91318,1.99512,1.80423,0.0806221887469291,1.7321,0.768135,,,5.48753,0.00964143,1.8007608443933822,2.838890150467621
Blake Holub,MIL,1,,,1.0,,,,0.0,1.0,,1.0,0.0,1.0,0.0,,,,,,0.240143,0.111205,0.216108,,,,,,,,0.290469,,,,,,,,,,0.000315511,999.0,,,,,,,4.948124527931213,,4.775759816169739,,,,,,,,,,,,,,,,,,,,Blake Holub,sa3018147,700183,Pitcher,0.0,0.0,0.0,4.22748,0.0,0.0,0.0,,1.15515,5.0,1.0,8.43017,4.33801,1.94333,1.02515,0.1049029976129531,1.39464,0.71375,,,4.3443,-0.0390672,4.283526917167254,4.134313032546459
Matt Gage,SFG,26,,,25.0,,,,3.0,13.0,,10.0,,22.0,1.0,,,,,,0.250415,0.0915136,0.19828,,,,,,,,0.295186,,,,,,,,,,0.000314382,999.0,,,,,,,113.5,,114.0,,,,,,,,,,,,,,,,,,,,Matt Gage,17381,657424,Pitcher,1.0,1.0,0.0,4.2212,0.0,0.0,3.0,,26.0,110.0,12.0,7.67982,3.54452,2.16668,1.00909,0.1067666709423065,1.36068,0.704826,,,4.1844,-0.0137437,4.365384615384615,4.384615384615385
Anthony Solometo,PIT,1,,,4.0,,,,0.0,2.0,,2.0,0.0,2.0,0.0,,,,,,0.283998,0.105796,0.125144,,,,,,,,0.302403,,,,,,,,,,0.000308696,999.0,,,,,,,12.857631635665896,,15.065967321395874,,,,,,,,,,,,,,,,,,,,Anthony Solometo,sa3018259,696143,Pitcher,0.0,0.0,0.0,5.64918,1.0,0.0,0.0,,3.41319,15.0,2.0,4.83521,4.08767,1.18288,1.19652,0.0193476974964141,1.53002,0.628362,,,5.3035,0.0182836,3.767038631190298,4.414038488901661
Daison Acosta,SDP,1,,,1.0,,,,0.0,1.0,,1.0,0.0,1.0,0.0,,,,,,0.233962,0.11297,0.232126,,,,,,,,0.286764,,,,,,,,,,0.000304331,999.0,,,,,,,5.2068913936615,,4.950602293014526,,,,,,,,,,,,,,,,,,,,Daison Acosta,sa944989,670897,Pitcher,0.0,0.0,0.0,4.19962,0.0,0.0,0.0,,1.19012,5.0,1.0,8.85775,4.31083,2.05477,1.08952,0.1191566437482833,1.34696,0.711099,,,4.33055,-0.0402996,4.375096114030276,4.159748920563965
Nicolas Carreno,NYM,1,,,3.0,,,,0.0,2.0,,2.0,0.0,2.0,0.0,,,,,,0.25599,0.129623,0.162244,,,,,,,,0.284671,,,,,,,,,,0.000294002,999.0,,,,,,,16.163687610626223,,15.54303216934204,,,,,,,,,,,,,,,,,,,,Nicolas Carreno,sa3022004,807993,Pitcher,0.0,0.0,0.0,5.18706,1.0,0.0,0.0,,3.50861,15.0,2.0,6.33334,5.05996,1.25166,1.17781,0.0326204448938369,1.51463,0.664814,,,5.27944,0.0138166,4.606868258177642,4.429973113913804
Domingo Gonzalez,SEA,1,,,1.0,,,,0.0,1.0,,0.0,0.0,1.0,0.0,,,,,,0.234993,0.0936552,0.224561,,,,,,,,0.282071,,,,,,,,,,0.000288533,999.0,,,,,,,8.46592378616333,,8.125624179840088,,,,,,,,,,,,,,,,,,,,Domingo Gonzalez,25241,682445,Pitcher,0.0,0.0,0.0,4.0161,0.0,0.0,0.0,,1.22512,5.0,1.0,8.71265,3.63369,2.39774,1.14623,0.130905769765377,1.31036,0.726974,,,4.21332,-0.043623,6.91025399013651,6.632486699544969
Yordanis Guerra,PHI,1,,,3.0,,,,0.0,2.0,,1.0,0.0,2.0,0.0,,,,,,0.261154,0.115292,0.169239,,,,,,,,0.289531,,,,,,,,,,0.000275755,999.0,,,,,,,10.816819143295287,,12.903256177902222,,,,,,,,,,,,,,,,,,,,Yordanis Guerra,sa3068469,829084,Pitcher,0.0,0.0,0.0,5.29111,1.0,0.0,0.0,,2.38065,11.0,1.0,7.17499,4.88789,1.46791,1.44636,0.0539466142654418,1.61656,0.700249,,,5.43036,-0.044188,4.543638724408936,5.420053128763391
Jacob Steinmetz,ARI,1,,,5.0,,,,1.0,3.0,,2.0,0.0,3.0,0.0,,,,,,0.269701,0.102841,0.15018,,,,,,,,0.294586,,,,,,,,,,0.000273888,999.0,,,,,,,6.930542850494387,,8.777393817901611,,,,,,,,,,,,,,,,,,,,Jacob Steinmetz,sa3017976,700255,Pitcher,0.0,0.0,0.0,5.22048,1.0,0.0,0.0,,4.35548,19.0,3.0,6.01613,4.11976,1.46031,1.26108,0.0473389774560928,1.5207,0.669788,,,5.14931,-0.0203034,1.5912241171846035,2.0152534989486104
Joephillip Guzman,BAL,1,,,2.0,,,,0.0,1.0,,1.0,0.0,1.0,0.0,,,,,,0.268676,0.0994887,0.157491,,,,,,,,0.288831,,,,,,,,,,0.000267886,999.0,,,,,,,9.623059654235842,,9.691256523132324,,,,,,,,,,,,,,,,,,,,Joephillip Guzman,sa3075625,829191,Pitcher,0.0,0.0,0.0,5.50478,1.0,0.0,0.0,,2.13825,9.0,1.0,5.90891,3.73272,1.583,1.45461,0.058002196252346,1.41038,0.626914,,,5.31237,0.0304032,4.500434365883346,4.532328123529572
Bryson Van Sickle,COL,1,,,3.0,,,,0.0,2.0,,1.0,0.0,1.0,0.0,,,,,,0.296124,0.0933704,0.116534,,,,,,,,0.308869,,,,,,,,,,0.000245828,999.0,,,,,,,7.046916484832765,,9.70737600326538,,,,,,,,,,,,,,,,,,,,Bryson Van Sickle,sa3068737,809819,Pitcher,0.0,0.0,0.0,6.01918,1.0,0.0,0.0,,2.14148,10.0,1.0,4.7976,3.84396,1.24809,1.46438,0.0231640189886093,1.63977,0.643989,,,5.62186,-0.0390087,3.2906832087916302,4.533032182817231
Carson Dorsey,BAL,1,,,4.0,,,,1.0,3.0,,2.0,0.0,3.0,0.0,,,,,,0.269138,0.108614,0.156962,,,,,,,,0.293547,,,,,,,,,,0.000237574,999.0,,,,,,,6.857805061340331,,6.971489906311035,,,,,,,,,,,,,,,,,,,,Carson Dorsey,sa3025643,805955,Pitcher,0.0,0.0,0.0,5.44924,1.0,0.0,0.0,,3.9943,17.0,2.0,6.17244,4.27117,1.44514,1.3698,0.0483481958508491,1.50883,0.65408,,,5.32171,-0.0534481,1.716898712492464,1.7453604961410587
J.B. Bukauskas,MIL,1,,,1.0,,,,0.0,0.0,,0.0,0.0,1.0,0.0,,,,,,0.247077,0.101556,0.201786,,,,,,,,0.295124,,,,,,,,,,0.000180369,999.0,,,,,,,6.570641767978669,,6.845028221607208,,,,,,,,,,,,,,,,,,,,J.B. Bukauskas,20491,656266,Pitcher,0.0,0.0,0.0,4.17277,0.0,0.0,0.0,,0.969006,5.0,0.0,9.0226,4.54095,1.98694,1.07489,0.1002300754189491,1.5931,0.762119,,,4.37019,0.0539677,6.780808560284335,7.063971465718887
Philip Abner,ARI,14,,,14.0,,,,2.0,8.0,,5.0,,12.0,1.0,,,,,,0.253917,0.087325,0.200966,,,,,,,,0.298141,,,,,,,,,,0.000156776,999.0,,,,,,,48.6,,50.0,,,,,,,,,,,,,,,,,,,,Philip Abner,33821,691769,Pitcher,1.0,1.0,0.0,4.35948,0.0,0.0,0.0,,14.0,62.0,7.0,7.86387,3.41706,2.30135,1.11776,0.113640695810318,1.3749,0.704269,,,4.25769,-0.0276795,3.4714285714285715,3.571428571428572
Andrew Moore,SDP,1,,,1.0,,,,0.0,1.0,,1.0,0.0,2.0,0.0,,,,,,0.209254,0.159858,0.277838,,,,,,,,0.285591,,,,,,,,,,0.000149057,999.0,,,,,,,8.652054810523987,,7.927064061164856,,,,,,,,,,,,,,,,,,,,Andrew Moore,sa3016795,681097,Pitcher,0.0,0.0,0.0,3.93586,0.0,0.0,0.0,,1.38541,6.0,1.0,11.2392,6.46665,1.73803,0.920193,0.1179802268743515,1.49593,0.752729,,,4.3054,-0.0303821,6.245109568879212,5.721806519450492
Corey Avant,ATH,1,,,4.0,,,,1.0,2.0,,2.0,0.0,3.0,0.0,,,,,,0.268612,0.116198,0.161914,,,,,,,,0.296863,,,,,,,,,,0.000125038,999.0,,,,,,,4.936063432693482,,5.673015832901001,,,,,,,,,,,,,,,,,,,,Corey Avant,sa3023137,813895,Pitcher,0.0,0.0,0.0,5.46032,1.0,0.0,0.0,,3.7346,17.0,2.0,6.50414,4.66774,1.39343,1.33918,0.0457154214382171,1.56368,0.664789,,,5.34265,0.0324949,1.3217102895602872,1.5190411349904729
Brandon Decker,NYY,1,,,3.0,,,,0.0,2.0,,1.0,0.0,2.0,0.0,,,,,,0.257704,0.113985,0.16306,,,,,,,,0.280281,,,,,,,,,,0.000102508,999.0,,,,,,,13.454870843887328,,14.685723543167114,,,,,,,,,,,,,,,,,,,,Brandon Decker,sa3030001,804698,Pitcher,0.0,0.0,0.0,5.30684,1.0,0.0,0.0,,2.73714,12.0,2.0,6.58463,4.60289,1.43054,1.45721,0.0490755066275596,1.52195,0.677793,,,5.47352,-0.0324836,4.915659300528891,5.365344220510457
Ethan Walker,BOS,1,,,3.0,,,,1.0,2.0,,2.0,0.0,3.0,0.0,,,,,,0.258622,0.123157,0.187169,,,,,,,,0.293478,,,,,,,,,,8.87571e-05,999.0,,,,,,,2.382908630371096,,2.1911544799804688,,,,,,,,,,,,,,,,,,,,Ethan Walker,sa3044666,833080,Pitcher,0.0,0.0,0.0,5.37349,1.0,0.0,0.0,,3.03823,14.0,2.0,7.89908,5.19758,1.51976,1.48129,0.0640122592449188,1.62588,0.697812,,,5.42601,-0.00485694,0.7843079449660626,0.7211941932616321
Jose Urbina,TBR,1,,,4.0,,,,1.0,3.0,,2.0,0.0,3.0,0.0,,,,,,0.263962,0.10263,0.150468,,,,,,,,0.278498,,,,,,,,,,6.7083e-05,999.0,,,,,,,9.59409990310669,,8.820337772369385,,,,,,,,,,,,,,,,,,,,Jose Urbina,sa3022218,808250,Pitcher,0.0,0.0,0.0,5.53273,1.0,0.0,0.0,,4.36407,18.0,3.0,5.73555,3.91207,1.46611,1.53373,0.0478375032544136,1.42483,0.635104,,,5.52859,-0.026268,2.198430657488604,2.0211276893106542
Clark Candiotti,SDP,1,,,2.0,,,,0.0,1.0,,1.0,0.0,2.0,0.0,,,,,,0.246438,0.122033,0.190422,,,,,,,,0.280246,,,,,,,,,,6.44847e-05,999.0,,,,,,,10.976019430160523,,11.254067182540894,,,,,,,,,,,,,,,,,,,,Clark Candiotti,sa3028358,690711,Pitcher,0.0,0.0,0.0,4.96029,1.0,0.0,0.0,,2.05081,10.0,1.0,8.07491,5.17484,1.56042,1.41987,0.0683892592787742,1.5801,0.719622,,,5.29095,0.0249948,5.352032142352677,5.487611394677934
Ofreidy Gómez,NYM,1,,,1.0,,,,0.0,1.0,,1.0,0.0,2.0,0.0,,,,,,0.23089,0.11575,0.231401,,,,,,,,0.285481,,,,,,,,,,3.70559e-05,999.0,,,,,,,8.546570992469789,,7.855791211128235,,,,,,,,,,,,,,,,,,,,Ofreidy Gomez,sa737451,628709,Pitcher,0.0,0.0,0.0,4.02664,0.0,0.0,0.0,,1.37116,7.0,1.0,9.9901,4.99721,1.99914,1.11484,0.1156503930687904,1.52117,0.766098,,,4.36573,-0.0306537,6.2331033204432345,5.729310424722979
Jorge Alcala,TOR,1,,,1.0,,,,0.0,1.0,,1.0,0.0,1.0,0.0,,,,,,0.230909,0.105682,0.232236,,,,,,,,0.276996,,,,,,,,,,-3.86167e-05,999.0,,,,,,,4.350149416923523,,4.37172257900238,,,,,,,,,,,,,,,,,,,,Jorge Alcala,19459,660896,Pitcher,0.0,0.0,0.0,4.23828,0.0,0.0,0.0,,1.07434,5.0,1.0,9.42466,4.28883,2.19749,1.32782,0.1265539526939392,1.39542,0.7411,,,4.54792,-0.045001,4.049119582168947,4.069199883935818
Gerardo Carrillo,ARI,1,,,1.0,,,,0.0,1.0,,1.0,0.0,1.0,0.0,,,,,,0.239925,0.111039,0.228176,,,,,,,,0.296749,,,,,,,,,,-4.0793e-05,999.0,,,,,,,5.700924682617188,,5.2844085693359375,,,,,,,,,,,,,,,,,,,,Gerardo Carrillo,sa3002790,672629,Pitcher,0.0,0.0,0.0,4.15448,0.0,0.0,0.0,,1.25688,6.0,1.0,9.10188,4.42931,2.05492,1.01405,0.1171369180083274,1.42473,0.726568,,,4.21288,-0.0322274,4.535768656444623,4.204380182345728
Nate Dohm,STL,1,,,3.0,,,,0.0,2.0,,2.0,0.0,2.0,0.0,,,,,,0.262862,0.11006,0.16096,,,,,,,,0.289584,,,,,,,,,,-5.13655e-05,999.0,,,,,,,12.848936080932615,,13.303335189819336,,,,,,,,,,,,,,,,,,,,Nate Dohm,sa3030418,702296,Pitcher,0.0,0.0,0.0,5.1925,1.0,0.0,0.0,,3.06067,14.0,2.0,6.51416,4.45421,1.46247,1.31876,0.0508998408913612,1.53273,0.679865,,,5.23825,-0.0110451,4.1980835947057065,4.34654767238892
JJ Goss,ATH,1,,,2.0,,,,0.0,1.0,,1.0,0.0,1.0,0.0,,,,,,0.279205,0.104227,0.131197,,,,,,,,0.297016,,,,,,,,,,-5.34525e-05,999.0,,,,,,,9.201216125488283,,9.406227111816406,,,,,,,,,,,,,,,,,,,,JJ Goss,sa3011420,683101,Pitcher,0.0,0.0,0.0,5.6014,1.0,0.0,0.0,,2.08125,9.0,1.0,5.01939,3.98756,1.25876,1.26382,0.0269700735807418,1.49229,0.627092,,,5.32425,0.0297778,4.421014468846343,4.519518462717151
Garrett McDaniels,LAD,1,,,1.0,,,,0.0,1.0,,1.0,0.0,1.0,0.0,,,,,,0.249796,0.117909,0.190331,,,,,,,,0.296922,,,,,,,,,,-5.82653e-05,999.0,,,,,,,8.075282716751099,,6.888704538345337,,,,,,,,,,,,,,,,,,,,Garrett McDaniels,31751,680729,Pitcher,0.0,0.0,0.0,4.38142,0.0,0.0,0.0,,1.57774,7.0,1.0,7.47215,4.62895,1.61422,0.866535,0.0724220350384712,1.46219,0.700976,,,4.42896,-0.0177801,5.118256538509488,4.366182371808191
Adam Smith,SEA,1,,,2.0,,,,0.0,1.0,,1.0,0.0,1.0,0.0,,,,,,0.258752,0.0997182,0.153665,,,,,,,,0.279263,,,,,,,,,,-7.16131e-05,999.0,,,,,,,9.141787528991705,,9.36607265472412,,,,,,,,,,,,,,,,,,,,Adam Smith,sa3017147,702111,Pitcher,0.0,0.0,0.0,5.05188,1.0,0.0,0.0,,2.07321,9.0,1.0,5.8372,3.78795,1.54099,1.30105,0.0539466217160224,1.39143,0.6546,,,5.12682,0.020606,4.409474944604756,4.517657249129799
Joey Gerber,NYM,23,,,21.0,,,,3.0,12.0,,8.0,,21.0,1.0,,,,,,0.237428,0.0869809,0.215364,,,,,,,,0.275257,,,,,,,,,,-0.000113628,999.0,,,,,,,101.70000000000002,,99.0,,,,,,,,,,,,,,,,,,,,Joey Gerber,24591,680702,Pitcher,1.0,1.0,0.0,4.24992,0.0,0.0,2.0,,23.0,97.0,11.0,8.3346,3.36616,2.476,1.34374,0.1283835396170616,1.29474,0.717483,,,4.46078,-0.0300649,4.421739130434784,4.304347826086956
Jesse Hahn,,1,,,1.0,,,,0.0,1.0,,1.0,0.0,1.0,0.0,,,,,,0.244249,0.119502,0.197951,,,,,,,,0.293437,,,,,,,,,,-0.000171151,999.0,,,,,,,4.594801020622255,,4.537027716636658,,,,,,,,,,,,,,,,,,,,Jesse Hahn,13287,534910,Pitcher,0.0,0.0,0.0,4.24319,0.0,0.0,0.0,,1.10741,5.0,1.0,8.406,5.07465,1.65647,0.924313,0.0784491524100303,1.56446,0.738744,,,4.46724,-0.043357,4.149158407512237,4.096988446531177
