Name,Team,W,L,QS,ERA,G,GS,SV,HLD,BS,IP,TBF,H,R,ER,HR,BB,IBB,HBP,SO,K/9,BB/9,K/BB,HR/9,K%,BB%,K-BB%,AVG,WHIP,BABIP,LOB%,GB%,HR/FB,FIP,WAR,RA9-WAR,ADP,InterSD,InterSK,IntraSD,Vol,Skew,Dim,FPTS,FPTS/IP,SPTS,SPTS/IP,P10,P20,P30,P40,P50,P60,P70,P80,P90,TT10,TT20,TT30,TT40,TT50,TT60,TT70,TT80,TT90,NameASCII,PlayerId,MLBAMID
"Connor McCullough","CHW",0,0,0,4.97853,1,1,0,0,,3.75512,16,4,2,2,1,1,0,0,3,6.07814,3.1635,1.92133,1.33374,0.160399,0.0834829,0.07691558450460434,0.264502,1.35987,0.2878,0.655754,,,4.90522,0.0248421,0.0315066,999,,,,,,,8.087918281555178,2.153835155159335,8.775620460510254,2.3369721599793576,,,,,,,,,,,,,,,,,,,"Connor McCullough","sa3020603",681410
"Chen-Wei Lin","STL",0,0,0,4.55828,1,1,0,0,,4.23659,18,4,2,2,0,2,0,0,3,7.35796,4.73118,1.55521,0.982258,0.193328,0.12431,0.06901802122592926,0.245546,1.42209,0.289014,0.684561,,,4.65336,0.0248352,0.0621283,999,,,,,,,20.95079708099366,4.945197980096756,21.182971000671387,5,,,,,,,,,,,,,,,,,,,"Chen-Wei Lin","sa3022876",813820
"Pete Hansen","STL",0,0,0,4.88015,1,1,0,0,,4,15,4,2,2,0,1,,0,2,5.70979,3.00145,1.90234,1.22513,0.150258,0.0789856,0.0712721198797226,0.267878,1.36285,0.290757,0.657362,,,4.74523,0.0246097,0.0453851,999,,,,,,,20.200000000000003,5.050000000000001,21,5.25,,,,,,,,,,,,,,,,,,,"Pete Hansen","sa3020798",677337
"Johan Cabeza","CIN",0,0,0,5.85766,1,1,0,0,,4.9469,16,4,4,3,1,2,0,0,2,3.85369,3.01333,1.27888,1.19156,0.129193,0.10102,0.028172701597213745,0.276634,1.14837,0.286162,0.454303,,,5.12012,0.024568,-0.0605073,999,,,,,,,11.907073307037352,2.4069758795805636,9.734508991241455,1.9677991171541886,,,,,,,,,,,,,,,,,,,"Johan Cabeza","sa3024075",815672
"Jorge Corona","CHW",0,0,0,4.64953,1,1,0,0,,2.32581,9,2,1,1,0,1,0,0,2,6.40376,3.19912,2.00173,1.1095,0.190947,0.0953913,0.09555616974830627,0.250828,1.19025,0.285366,0.615132,,,4.50915,0.0245438,0.0442103,999,,,,,,,13.010967206954959,5.594174701149826,12.629031896591187,5.429958404488137,,,,,,,,,,,,,,,,,,,"Jorge Corona","sa3067209",687262
"Marcus Johnson","TBR",0,0,0,5.15233,1,1,0,0,,5.02728,21,5,3,3,1,1,0,0,3,5.35707,2.38771,2.2436,1.49567,0.14317,0.0638124,0.07935737818479538,0.272034,1.31234,0.285296,0.63636,,,5.03091,0.0245214,0.0124943,999,,,,,,,14.901870918273925,2.964201586459982,15.136399269104004,3.010852729354252,,,,,,,,,,,,,,,,,,,"Marcus Johnson","sa3020324",687189
"Tanner Banks","PHI",1,1,0,4.10312,18,0,0,0,,18,74,16,9,8,2,6,,1,17,8.42668,3.00015,2.80875,1.2149,0.224133,0.0797981,0.14433486014604568,0.241239,1.24966,0.286506,0.708714,,,4.12513,0.024443,0.00631488,999,,,,,,,80.00000000000003,4.444444444444446,77,4.277777777777778,,,,,,,,,,,,,,,,,,,"Tanner Banks","16990",621383
"Brady Parker","COL",0,0,0,5.17277,1,1,0,0,,3.53763,16,4,2,2,1,2,0,0,3,8.41854,4.85227,1.73497,1.31351,0.205268,0.118312,0.08695593476295471,0.261422,1.57493,0.308888,0.691064,,,4.94604,0.0244121,0.04659,999,,,,,,,3.4784661293029746,0.983275690397655,4.68815279006958,1.3252239636638559,,,,,,,,,,,,,,,,,,,"Brady Parker","sa3069387",836059
"Kash Mayfield","SDP",0,0,0,4.50166,1,1,0,0,,3.44804,14,3,2,2,0,2,0,0,3,7.90757,3.95516,1.99931,1.25066,0.21476,0.107417,0.10734251141548157,0.237135,1.29391,0.276716,0.68003,,,4.64829,0.0243937,0.00918283,999,,,,,,,17.715511941909792,5.137846681994508,17.24021077156067,5,,,,,,,,,,,,,,,,,,,"Kash Mayfield","sa3067104",824026
"Luke Sinnard","ATL",0,0,0,4.77882,1,1,0,0,,4.23622,18,4,2,2,1,2,0,0,4,7.51941,3.61359,2.08087,1.32554,0.200726,0.0964627,0.10426349937915802,0.25148,1.33525,0.288058,0.668972,,,4.72688,0.0243927,0.0676665,999,,,,,,,10.648027133941655,2.513568093280537,10.18109941482544,2.4033453635790285,,,,,,,,,,,,,,,,,,,"Luke Sinnard","sa3042362",820827
"Nate Payne","MIA",0,0,0,4.96638,1,1,0,0,,4.58216,19,4,3,3,1,2,0,0,4,7.67302,3.96847,1.9335,1.38345,0.207581,0.107361,0.1002206802368164,0.248291,1.33913,0.285106,0.655223,,,4.8972,0.0241759,-0.00605363,999,,,,,,,13.207980442047118,2.8824794044634023,11.910797595977783,2.5993851907776535,,,,,,,,,,,,,,,,,,,"Nate Payne","sa3067390",827626
"Richard Gallardo","TOR",0,0,0,4.96433,1,1,0,0,,4.31662,19,4,3,2,1,2,0,0,3,5.74025,3.28058,1.74977,1.26755,0.14779,0.084463,0.06332747638225555,0.26704,1.40682,0.288512,0.664957,,,4.92764,0.0241545,-0.0330086,999,,,,,,,9.243004703521729,2.1412586399087203,8.58311128616333,1.988386005234069,,,,,,,,,,,,,,,,,,,"Richard Gallardo","sa3009990",682620
"Connor Wietgrefe","PIT",0,0,0,5.0096,1,1,0,0,,4.55653,19,5,3,3,1,2,0,0,3,5.4009,3.07086,1.75876,1.21289,0.145809,0.0829046,0.06290438771247864,0.269485,1.34611,0.290616,0.637753,,,4.8469,0.0240182,-0.00609965,999,,,,,,,8.418343162536619,1.8475326353516028,9.78266429901123,2.146953528046278,,,,,,,,,,,,,,,,,,,"Connor Wietgrefe","sa3025401",809733
"Daniel Keaney","TEX",0,0,0,4.80767,1,1,0,0,,3.83679,17,4,2,2,1,2,0,0,3,7.15687,3.5794,1.99946,1.33523,0.18113,0.0905895,0.09054067730903625,0.258082,1.41531,0.289808,0.688853,,,4.81534,0.0237189,0.0331917,999,,,,,,,5.692267799377442,1.483600465205414,6.183964729309082,1.6117535703819552,,,,,,,,,,,,,,,,,,,"Daniel Keaney","sa3023598",806640
"Jackson Baumeister","TBR",0,0,0,4.89988,1,1,0,0,,4.13063,17,4,2,2,1,2,0,0,3,7.1316,3.97756,1.79296,1.32852,0.191308,0.1067,0.08460818231105804,0.248868,1.35059,0.280711,0.660837,,,4.94217,0.0236838,0.0564026,999,,,,,,,7.866633892059328,1.9044652089205598,7.653131008148193,1.8527774324214656,,,,,,,,,,,,,,,,,,,"Jackson Baumeister","sa3023471",691765
"Riley Maddox","WSN",0,0,0,5.04337,1,1,0,0,,4.83027,21,5,3,3,1,2,0,0,3,5.26893,3.55953,1.48023,1.08984,0.137027,0.0925712,0.0444556400179863,0.273246,1.44159,0.296297,0.652123,,,4.87065,0.0236324,0.00489158,999,,,,,,,10.444003677368162,2.1621983902564033,11.15135383605957,2.3086394890645554,,,,,,,,,,,,,,,,,,,"Riley Maddox","sa3036829",824600
"José Fermin","LAA",1,1,0,3.94546,25,0,0,3,,25,108,21,12,11,3,13,,1,28,10.1235,4.56902,2.21568,1.12578,0.261589,0.118063,0.14352606981992722,0.220253,1.33138,0.28058,0.737353,,,4.1626,0.0236304,0.0287262,999,,,,,,,119.5,4.78,112,4.48,,,,,,,,,,,,,,,,,,,"Jose Fermin","33908",820862
"Khal Stephen","CLE",0,0,0,4.86654,1,1,0,0,,4.61512,19,4,3,2,1,2,0,0,3,6.09301,3.16292,1.92639,1.31825,0.164544,0.0854159,0.07912825793027878,0.258081,1.31077,0.280906,0.651327,,,4.87695,0.0236159,-0.0175146,999,,,,,,,11.451852226257325,2.4813795138510764,10.075575828552246,2.1831688845843167,,,,,,,,,,,,,,,,,,,"Khal Stephen","sa3043049",701590
"Nestor German","BAL",0,0,0,4.7348,1,1,0,0,,3,14,3,2,2,0,1,,0,3,7.74028,3.43162,2.25558,1.34473,0.203567,0.0902507,0.11331678926944733,0.253755,1.3445,0.292062,0.678132,,,4.61495,0.0234131,-0.0113111,999,,,,,,,17.400000000000002,5.800000000000001,18,6,,,,,,,,,,,,,,,,,,,"Nestor German","sa3023517",815148
"Hunter Harvey","CHC",1,0,0,3.36305,8,0,0,0,,8,34,7,3,3,1,3,,0,9,9.4912,2.96718,3.19873,0.941502,0.259896,0.0812498,0.17864622920751572,0.22385,1.15422,0.285205,0.74034,,,3.47932,0.0231111,0.0299511,748.530029296875,,,,,,,37.7,4.7125,36,4.5,,,,,,,,,,,,,,,,,,,"Hunter Harvey","15507",640451
"Mathias LaCombe","CHW",0,0,0,4.46464,1,1,0,0,,2.29633,10,2,1,1,0,1,0,0,2,8.24867,4.35122,1.89571,1.1466,0.216178,0.114035,0.10214274376630783,0.24019,1.37337,0.286539,0.695856,,,4.56226,0.0230775,0.0423119,999,,,,,,,12.792840051651002,5.570994377306558,12.481648683547974,5.435477529212724,,,,,,,,,,,,,,,,,,,"Mathias LaCombe","sa3067312",807187
"Pat Gallagher","TOR",0,0,0,4.6726,1,1,0,0,,2.81589,12,3,2,1,0,1,0,0,2,6.72629,3.72067,1.80781,1.12638,0.177333,0.0980924,0.07924054563045502,0.256084,1.37434,0.290212,0.673228,,,4.65361,0.0230763,-0.0268805,999,,,,,,,14.037605953216552,4.985135254358121,15.079463481903076,5.355127168476747,,,,,,,,,,,,,,,,,,,"Pat Gallagher","sa3020938",693483
"Josh Ekness","MIA",1,0,0,3.5908,12,0,0,0,,12,53,10,5,5,1,6,,1,13,9.9316,4.17067,2.3813,0.971764,0.25324,0.106345,0.14689446985721588,0.221139,1.31317,0.281923,0.755073,,,3.84704,0.02292,0.0334521,999,,,,,,,55.500000000000014,4.625000000000001,52,4.333333333333333,,,,,,,,,,,,,,,,,,,"Josh Ekness","33785",694795
"Aaron Schunk","ATL",0,0,0,4.5106,1,1,0,0,,2.32581,9,2,1,1,0,1,0,0,2,7.07158,3.08113,2.29513,1.10313,0.210861,0.0918731,0.11898748576641083,0.249161,1.17497,0.291795,0.625465,,,4.31091,0.0228971,0.04723,999,,,,,,,13.010967206954959,5.594174701149826,12.629031896591187,5.429958404488137,,,,,,,,,,,,,,,,,,,"Aaron Schunk","25524",668845
"Mason Molina","STL",0,0,0,4.75172,1,1,0,0,,4.51617,19,4,3,2,1,2,0,0,4,7.19051,3.74552,1.91977,1.29365,0.192586,0.100318,0.09226863831281662,0.248895,1.33313,0.28205,0.668326,,,4.79897,0.0228396,-0.0196436,999,,,,,,,12.7196722984314,2.816472111631396,11.580859661102295,2.564308851591563,,,,,,,,,,,,,,,,,,,"Mason Molina","sa3025586",695766
"Raymond Burgos","BOS",0,0,0,4.36269,1,1,0,0,,2.51848,12,3,1,1,0,1,0,0,2,7.62346,3.42467,2.22604,1.07827,0.17934,0.0805645,0.09877537190914154,0.262517,1.50694,0.302833,0.729905,,,4.29552,0.0228279,0.0567497,999,,,,,,,11.836718940734862,4.6999539157070185,13.592377662658691,5.397065600631321,,,,,,,,,,,,,,,,,,,"Raymond Burgos","22370",670103
"Brady Smith","LAD",0,0,0,4.60977,1,1,0,0,,2.96014,13,3,2,2,0,2,0,0,3,9.07017,4.79731,1.89068,1.30056,0.235965,0.124805,0.11116074025630951,0.231923,1.38763,0.280388,0.698715,,,4.75646,0.0227183,-0.0138769,999,,,,,,,14.105055332183838,4.764991819253918,14.800713062286377,5,,,,,,,,,,,,,,,,,,,"Brady Smith","sa3067255",806224
"Ty Blach","CHC",0,0,0,4.69009,1,1,0,0,,3.85674,17,4,2,2,1,1,0,0,3,5.97896,2.52922,2.36396,1.32546,0.15144,0.064062,0.0873776450753212,0.265819,1.36025,0.286896,0.685465,,,4.7013,0.0226826,0.0386574,999,,,,,,,8.839886569976807,2.292060988309721,9.28370714187622,2.4071375575176246,,,,,,,,,,,,,,,,,,,"Ty Blach","14361",621389
"Julien Hernandez","ARI",0,0,0,4.33794,1,1,0,0,,2.13825,8,2,1,1,0,1,0,0,2,6.77916,3.07044,2.20788,0.963068,0.213434,0.096669,0.11676452308893204,0.24461,1.11105,0.289826,0.608181,,,4.16499,0.0226814,0.0356047,999,,,,,,,11.623059654235842,5.435778118824203,11.691256523132324,5.467671876470428,,,,,,,,,,,,,,,,,,,"Julien Hernandez","sa3077718",835862
"Juan Carela","CHW",0,0,0,5.07402,1,1,0,0,,4.35186,18,4,3,2,1,2,0,0,3,6.46442,3.85127,1.67852,1.32367,0.169086,0.100735,0.06835035234689713,0.260079,1.40858,0.28692,0.659205,,,5.04258,0.0226387,-0.0286532,999,,,,,,,9.503771400451663,2.1838407523398318,8.759305000305176,2.0127722370228107,,,,,,,,,,,,,,,,,,,"Juan Carela","sa3009237",683636
"Brian Hendry","NYY",0,0,0,4.67275,1,1,0,0,,2.5803,10,2,1,1,0,1,0,0,2,6.36679,3.39064,1.87775,1.13981,0.189874,0.101118,0.08875639736652374,0.246215,1.19063,0.278064,0.615356,,,4.62707,0.0226322,0.0592462,999,,,,,,,14.89419951438904,5.7722805464257005,13.901486158370972,5.387552250851024,,,,,,,,,,,,,,,,,,,"Brian Hendry","sa3023525",809137
"Yuki Matsui","SDP",2,1,0,4.10106,29,0,0,6,,29,124,25,14,13,4,13,,1,30,9.34049,3.93465,2.37391,1.3246,0.241825,0.101868,0.13995712250471115,0.224576,1.29156,0.269987,0.731329,,,4.40513,0.0225653,0.0500372,999,,,,,,,142.40000000000003,4.910344827586208,135,4.655172413793103,,,,,,,,,,,,,,,,,,,"Yuki Matsui","33826",673513
"Jace Beck","CHC",0,0,0,4.09067,1,1,0,0,,2.15193,9,2,1,1,0,1,0,0,3,10.4571,4.69605,2.22678,1.21316,0.265746,0.119341,0.14640532433986664,0.221629,1.36328,0.282661,0.738015,,,4.28968,0.0225239,0.0335836,999,,,,,,,13.724279165267948,6.377661730804878,13.759648084640503,6.394097639811532,,,,,,,,,,,,,,,,,,,"Jace Beck","sa3011811",689476
"Jackson Cox","COL",0,0,0,5.45777,1,1,0,0,,4.31232,19,4,3,3,1,2,0,0,3,7.23038,3.94737,1.8317,1.49331,0.18436,0.10065,0.08371002227067947,0.269564,1.48137,0.302458,0.655707,,,5.15324,0.0224923,0.00807271,999,,,,,,,9.2111873626709,2.1360153637999755,8.561613082885742,1.9853832479911753,,,,,,,,,,,,,,,,,,,"Jackson Cox","sa3020899",702484
"Nick Dean","CHC",0,0,0,4.70925,1,1,0,0,,3.88012,16,4,2,2,1,1,0,0,3,6.84212,3.15104,2.17139,1.33406,0.180652,0.0831966,0.09745556116104126,0.2553,1.32323,0.284131,0.673765,,,4.73156,0.0224876,0.040133,999,,,,,,,9.012909460067748,2.3228412326956143,9.400614500045776,2.4227620470536113,,,,,,,,,,,,,,,,,,,"Nick Dean","sa3023506",686953
"Colin Fields","DET",0,0,0,4.67076,1,1,0,0,,2.85001,12,3,2,1,0,1,0,0,2,7.34382,3.49795,2.09946,1.26725,0.201007,0.0957421,0.10526484996080399,0.248931,1.29084,0.285433,0.661975,,,4.63931,0.0224728,-0.023263,999,,,,,,,14.29008045196533,5.014044189418405,15.250054359436035,5.350875854497294,,,,,,,,,,,,,,,,,,,"Colin Fields","sa3021985",802953
"Johnny King","TOR",0,0,0,4.7301,1,1,0,0,,3.58545,16,3,2,2,1,2,0,0,3,8.67824,4.95092,1.75285,1.27358,0.219675,0.125324,0.09435078501701355,0.239458,1.45638,0.285474,0.70124,,,4.86044,0.0223882,0.0192969,999,,,,,,,6.432364797592165,1.794016472534771,4.927273511886597,1.3742395095996027,,,,,,,,,,,,,,,,,,,"Johnny King","sa3067123",803516
"Leandro Lopez","TEX",0,0,0,4.86383,1,1,0,0,,4.20055,18,4,2,2,1,2,0,0,3,7.21481,4.48991,1.60689,1.16619,0.184257,0.114667,0.06959045678377151,0.254697,1.46652,0.292216,0.681853,,,4.87082,0.0223606,0.0560768,999,,,,,,,8.384091758728028,1.995949551820722,8.002764701843262,1.9051693468576822,,,,,,,,,,,,,,,,,,,"Leandro Lopez","sa3016748",699214
"Eiberson Castellano","COL",1,2,1,5.27568,20,1,0,0,,22,94,23,14,13,3,9,,1,16,6.59506,3.80082,1.73517,1.18985,0.171651,0.0989246,0.07272591441869736,0.27794,1.47774,0.314842,0.647891,,,4.77394,0.0222175,-0.0198028,999,,,,,,,68.10000000000001,3.0954545454545457,73,3.3181818181818183,,,,,,,,,,,,,,,,,,,"Eiberson Castellano","28040",682769
"Cooper Hjerpe","STL",0,0,0,4.50203,1,1,0,0,,3.13079,13,3,2,2,0,1,0,0,3,7.71357,4.09762,1.88245,1.13472,0.203857,0.108293,0.09556347131729126,0.244499,1.35969,0.286585,0.687416,,,4.5758,0.0221646,-0.00682673,999,,,,,,,18.367861843109132,5.86684168610213,18.653960704803467,5.958223946186169,,,,,,,,,,,,,,,,,,,"Cooper Hjerpe","sa3020736",687309
"Manuel Rodríguez","TBR",1,1,0,3.81356,13,0,0,0,,13,54,12,6,5,1,5,,1,12,8.08475,3.20339,2.52381,0.915254,0.212,0.084,0.12799999862909317,0.241071,1.27119,0.290909,0.705706,,,3.95313,0.0221402,0.0208453,999,,,,,,,58.7,4.515384615384615,58,4.461538461538462,,,,,,,,,,,,,,,,,,,"Manuel Rodriguez","20794",655889
"Noah Davis","PIT",0,0,0,4.69556,1,1,0,0,,3.51891,16,4,2,2,0,1,0,0,3,7.16109,3.79915,1.88492,1.2498,0.174238,0.092438,0.08180013298988342,0.258625,1.48058,0.291186,0.708103,,,4.77107,0.0220412,0.0248504,999,,,,,,,18.639937019348146,5.297076327054389,20.594552040100098,5.85253662416714,,,,,,,,,,,,,,,,,,,"Noah Davis","25862",663562
"Gabe Davis","CHW",0,0,0,4.84204,1,1,0,0,,3.39806,15,4,2,2,1,1,0,0,3,7.22536,3.56057,2.02927,1.43626,0.179217,0.0883159,0.09090115875005722,0.256837,1.43162,0.285358,0.698561,,,4.9418,0.021998,0.00955078,999,,,,,,,5.445653438568117,1.6025765862021986,6.990306377410889,2.057145475229542,,,,,,,,,,,,,,,,,,,"Gabe Davis","sa3029907",805031
"Ryan Lobus","TEX",0,0,0,4.43099,1,1,0,0,,2.17501,9,2,1,1,0,1,0,0,2,7.67762,3.33876,2.29954,1.23668,0.209494,0.0911025,0.11839178949594498,0.244305,1.2639,0.283551,0.677695,,,4.46648,0.0219081,0.0327841,999,,,,,,,11.895045518875122,5.468970978457216,11.875030755996704,5.459768814653044,,,,,,,,,,,,,,,,,,,"Ryan Lobus","sa3022744",815590
"James Hicks","HOU",0,0,0,4.98593,1,1,0,0,,4.52319,19,5,3,3,1,2,0,0,3,6.17856,3.21627,1.92103,1.31994,0.159693,0.0831286,0.07656390964984894,0.267268,1.39812,0.292104,0.664859,,,4.88335,0.0218927,-0.0211082,999,,,,,,,8.171595573425297,1.8066006776013115,9.61594295501709,2.125921296791187,,,,,,,,,,,,,,,,,,,"James Hicks","sa3023161",801802
"Jason Alexander","HOU",1,0,1,4.8346,9,1,0,0,,12,53,13,7,6,2,4,,1,9,6.34939,3.03214,2.09403,1.24316,0.161035,0.0769021,0.08413317799568176,0.270186,1.41671,0.298669,0.678473,,,4.64366,0.0218811,0.0245954,999,,,,,,,33.40000000000002,2.783333333333335,37,3.0833333333333335,,,,,,,,,,,,,,,,,,,"Jason Alexander","19666",669920
"Hunter Stratton","PIT",1,1,0,3.94261,19,0,0,0,,19,81,17,9,8,2,7,,1,17,8.12094,3.54519,2.29069,0.999398,0.209696,0.0915425,0.11815322935581207,0.239574,1.31875,0.285845,0.722337,,,4.07259,0.0218541,0.0214544,999,,,,,,,81.8,4.3052631578947365,79,4.157894736842105,,,,,,,,,,,,,,,,,,,"Hunter Stratton","23455",676702
"Logan Tabeling","LAD",0,0,0,4.72885,1,1,0,0,,3.49674,15,3,2,2,0,2,0,0,3,7.96509,5.00978,1.58991,1.1471,0.201653,0.126833,0.07482004165649414,0.244638,1.48071,0.288124,0.696344,,,4.85647,0.0217951,0.0187929,999,,,,,,,18.07584853172302,5.16934851318066,17.483681440353394,5,,,,,,,,,,,,,,,,,,,"Logan Tabeling","sa3067065",805841
"Konner Eaton","COL",0,0,0,5.6744,1,1,0,0,,4.93907,21,5,3,3,1,2,0,0,3,5.66311,4.17737,1.35566,1.21435,0.145852,0.107587,0.03826465457677841,0.285863,1.55011,0.313383,0.632878,,,5.17668,0.0217937,0.0466062,999,,,,,,,11.249154949188235,2.277583346036891,11.695374965667725,2.367928201520932,,,,,,,,,,,,,,,,,,,"Konner Eaton","sa3025350",820825
"Chris Paddack","TEX",0,0,0,5.11915,1,1,0,0,,4,17,4,3,2,1,1,,0,3,6.6488,2.5738,2.58326,1.59407,0.17263,0.0668265,0.10580368340015411,0.269264,1.34915,0.292179,0.661018,,,4.92365,0.0217403,-0.0445778,748.510009765625,,,,,,,9.9,2.475,10,2.5,,,,,,,,,,,,,,,,,,,"Chris Paddack","20099",663978
"Ron Marinaccio","SDP",1,1,0,4.13545,24,0,0,2,,24,104,22,12,11,3,10,,1,22,8.26322,3.62149,2.28172,1.13824,0.212621,0.0931846,0.11943637579679489,0.240034,1.33051,0.284069,0.718403,,,4.26817,0.0216029,-0.0050954,999,,,,,,,102.50000000000001,4.270833333333334,100,4.166666666666667,,,,,,,,,,,,,,,,,,,"Ron Marinaccio","23488",676760
"Giacomo Taschin","TOR",0,0,0,4.88077,1,1,0,0,,3.35315,13,3,2,2,1,1,0,0,3,6.98544,3.36126,2.07822,1.41894,0.193486,0.0931019,0.10038448125123978,0.248913,1.26765,0.277042,0.645062,,,4.8898,0.0214918,0.00513426,999,,,,,,,7.713277435302737,2.300310919025674,6.765727996826172,2.0177256836407444,,,,,,,,,,,,,,,,,,,"Giacomo Taschin","sa3076300",806768
"Sean Boyle","SDP",0,0,0,4.6865,1,1,0,0,,3.7951,17,4,2,2,1,1,0,0,3,6.42632,3.16649,2.02948,1.29226,0.162467,0.0800535,0.08241354674100876,0.259395,1.38811,0.284536,0.690232,,,4.77355,0.0214644,0.030647,999,,,,,,,8.3837468624115,2.2090972079256903,8.975504636764526,2.3650239634140555,,,,,,,,,,,,,,,,,,,"Sean Boyle","sa3007618",682044
"Cedric De Grandpre","ATL",0,0,0,4.80323,1,1,0,0,,4.29681,19,4,3,2,1,2,0,0,4,8.26187,4.68291,1.76426,1.1861,0.208753,0.118323,0.0904296338558197,0.251326,1.48126,0.298933,0.692768,,,4.73452,0.0214503,-0.0250908,999,,,,,,,11.096423339843755,2.582477023821362,10.48406982421875,2.4399636358471,,,,,,,,,,,,,,,,,,,"Cedric De Grandpre","sa3020315",678142
"Liam Doyle","STL",0,0,0,4.54882,1,1,0,0,,3.83321,17,4,2,2,1,2,0,0,4,8.79904,4.3465,2.0244,1.36129,0.214985,0.106197,0.10878800600767136,0.24141,1.45123,0.283491,0.725466,,,4.75611,0.0213982,0.0364276,999,,,,,,,7.6657239437103275,1.9998205332613992,8.166029691696167,2.1303394138104053,,,,,,,,,,,,,,,,,,,"Liam Doyle","sa3030545",824604
"Josh Stephan","TEX",0,0,0,5.10718,1,1,0,0,,4.69326,21,5,3,3,1,1,0,0,3,6.69507,2.81159,2.38124,1.58657,0.170101,0.0714337,0.09866726398468018,0.267851,1.38761,0.290536,0.673046,,,5.01622,0.0212695,-0.01362,999,,,,,,,12.430125427246093,2.64850549861417,13.466300964355469,2.8692849769570272,,,,,,,,,,,,,,,,,,,"Josh Stephan","sa3015286",695776
"Dylan Dodd","ATL",1,1,0,4.13488,26,0,0,3,,26,109,25,13,12,4,7,,1,25,8.54425,2.5401,3.36374,1.32978,0.225272,0.0669707,0.15830152481794357,0.244758,1.23378,0.288037,0.71279,,,4.10745,0.0212473,0.00308046,999,,,,,,,116.19999999999999,4.4692307692307685,116,4.461538461538462,,,,,,,,,,,,,,,,,,,"Dylan Dodd","29928",689266
"Felipe De La Cruz","NYM",0,0,0,4.46448,1,1,0,0,,2.95543,13,3,2,1,0,1,0,0,3,8.20896,4.34556,1.88905,1.18354,0.20734,0.109759,0.09758086502552032,0.242495,1.41978,0.285602,0.71053,,,4.62647,0.0211944,-0.0196379,999,,,,,,,17.07018928527832,5.775871395685181,17.77715492248535,6.015080377696762,,,,,,,,,,,,,,,,,,,"Felipe De La Cruz","sa3016065",700370
"Dalton Pence","TEX",0,0,0,4.9416,1,1,0,0,,3.94271,16,4,2,2,1,1,0,0,3,6.87905,3.27732,2.09898,1.46412,0.187344,0.0892547,0.09808958321809769,0.25217,1.28956,0.278088,0.649704,,,4.9515,0.0211135,0.0398021,999,,,,,,,9.476025199890133,2.403431790271796,9.713530540466309,2.463670959528831,,,,,,,,,,,,,,,,,,,"Dalton Pence","sa3039663",701717
"Sammy Hernandez","STL",0,0,0,4.51678,1,1,0,0,,2.32581,9,2,1,1,0,1,0,0,2,6.19911,3.12473,1.98389,0.999611,0.184845,0.0931731,0.09167203307151794,0.252859,1.19091,0.288803,0.620779,,,4.37028,0.0210811,0.0444319,999,,,,,,,13.010967206954959,5.594174701149826,12.629031896591187,5.429958404488137,,,,,,,,,,,,,,,,,,,"Sammy Hernandez","sa3020141",803679
"Brenan Hanifee","DET",1,1,0,3.90289,13,0,0,0,,13,56,13,6,6,1,4,,1,10,7.1361,2.71826,2.62525,0.881024,0.185436,0.0706358,0.11480055749416351,0.253031,1.29602,0.295008,0.709573,,,3.83505,0.0210641,0.0191691,999,,,,,,,55.10000000000001,4.238461538461539,57,4.384615384615385,,,,,,,,,,,,,,,,,,,"Brenan Hanifee","22304",669724
"Carlos Peña","DET",0,0,0,5.04033,1,1,0,0,,4.12655,17,4,3,2,1,1,0,0,3,5.86952,3.0317,1.93605,1.3325,0.157206,0.0811995,0.0760069191455841,0.267155,1.34297,0.289317,0.643916,,,4.90286,0.0208943,-0.0414716,999,,,,,,,10.836439704895016,2.62603154104336,10.632729530334473,2.5766657568748026,,,,,,,,,,,,,,,,,,,"Carlos Pena","sa3009519",685329
"Jackson Ferris","LAD",0,0,0,4.92872,1,1,0,0,,4.41066,19,4,3,2,1,2,0,0,4,7.30666,4.58943,1.59206,1.26622,0.183725,0.1154,0.06832438707351685,0.252355,1.48286,0.286697,0.688022,,,5.03086,0.0207085,-0.0211658,999,,,,,,,11.938917732238773,2.7068296793218134,11.053322792053223,2.5060447571275333,,,,,,,,,,,,,,,,,,,"Jackson Ferris","sa3020891",701328
"Brian Fitzpatrick","MIL",0,0,0,4.33649,1,1,0,0,,2.13931,9,2,1,1,0,1,0,0,2,8.01357,3.71259,2.15849,1.18202,0.212603,0.0984963,0.114106684923172,0.241106,1.31115,0.283617,0.696264,,,4.44448,0.0206909,0.0338744,999,,,,,,,11.63090195655823,5.436751153832739,11.696555376052856,5.467440201468396,,,,,,,,,,,,,,,,,,,"Brian Fitzpatrick","31624",702153
"Elier Morillo","MIA",0,0,0,4.28541,1,1,0,0,,2.27538,11,2,1,1,0,1,0,0,3,10.1817,5.26287,1.93464,1.17837,0.240492,0.124309,0.11618351191282272,0.232652,1.52956,0.290796,0.749851,,,4.50406,0.0206405,0.0448456,999,,,,,,,14.637832403182983,6.433129703980041,14.376913785934448,6.318459494572672,,,,,,,,,,,,,,,,,,,"Elier Morillo","sa3022138",808497
