Name,Team,W,L,QS,ERA,G,GS,SV,HLD,BS,IP,TBF,H,R,ER,HR,BB,IBB,HBP,SO,K/9,BB/9,K/BB,HR/9,K%,BB%,K-BB%,AVG,WHIP,BABIP,LOB%,GB%,HR/FB,FIP,WAR,RA9-WAR,ADP,InterSD,InterSK,IntraSD,Vol,Skew,Dim,FPTS,FPTS/IP,SPTS,SPTS/IP,P10,P20,P30,P40,P50,P60,P70,P80,P90,TT10,TT20,TT30,TT40,TT50,TT60,TT70,TT80,TT90,NameASCII,PlayerId,MLBAMID
"Ryan Stafford","BAL",0,0,0,5.12474,1,0,0,0,,1.46893,7,2,1,1,0,1,0,0,1,7.62577,4.02026,1.89683,1.61073,0.177559,0.0936081,0.083950936794281,0.261258,1.5625,0.288736,0.716934,,,5.27041,-0.0134761,-0.0259715,999,,,,,,,4.670097041130066,3.1792465121148292,6.34466016292572,4.319233308405618,,,,,,,,,,,,,,,,,,,"Ryan Stafford","sa3025405",701696
"Brandon Johnson","KCR",0,0,0,5.37977,1,0,0,0,,1.24598,6,1,1,1,0,1,0,0,1,6.67518,4.6476,1.43626,1.44104,0.166518,0.115938,0.05057963728904724,0.260101,1.52654,0.285067,0.670824,,,5.44462,-0.0134845,-0.032984,999,,,,,,,5.62025923728943,4.5107103049489075,5.229904890060425,4.197419529152474,,,,,,,,,,,,,,,,,,,"Brandon Johnson","sa3020610",699489
"Nathan Dettmer","ATH",0,0,0,5.99089,1,1,0,0,,4.60314,20,5,3,3,1,2,0,0,2,4.05875,3.9222,1.03481,1.35073,0.10306,0.0995926,0.0034670978784561157,0.291795,1.57068,0.299491,0.620066,,,5.64387,-0.0134882,-0.0112716,999,,,,,,,6.763228034973142,1.4692643752793029,8.015694618225098,1.7413540523512656,,,,,,,,,,,,,,,,,,,"Nathan Dettmer","sa3023207",700579
"Christian Chamberlain","KCR",0,0,0,5.29037,1,0,0,0,,1.04921,5,1,1,1,0,1,0,0,1,7.63944,6.06024,1.26058,1.38303,0.17686,0.1403,0.036560043692588806,0.250744,1.69238,0.282657,0.711024,,,5.64156,-0.0134901,-0.042858,999,,,,,,,4.164141297340395,3.968841423696717,4.246041417121887,4.04690039547131,,,,,,,,,,,,,,,,,,,"Christian Chamberlain","sa3014486",685125
"Zane Morehouse","CLE",0,0,0,5.21436,1,0,0,0,,1.12024,5,1,1,1,0,1,0,0,1,6.94282,5.47803,1.26739,1.29177,0.161185,0.127178,0.03400661051273346,0.258957,1.67491,0.288124,0.70701,,,5.46375,-0.013501,-0.0432862,999,,,,,,,4.689758157730104,4.186395996949742,4.6011879444122314,4.107332221374928,,,,,,,,,,,,,,,,,,,"Zane Morehouse","sa3023062",689557
"Jack Moroknek","WSN",0,0,0,5.13054,1,0,0,0,,1.08319,6,1,1,1,0,1,0,0,1,7.5704,4.90173,1.54443,1.6374,0.156865,0.101568,0.055297233164310455,0.262096,1.79093,0.285198,0.760503,,,5.63947,-0.0135129,-0.0419861,999,,,,,,,4.415630435943605,4.076493481967284,4.415966510772705,4.076803744990912,,,,,,,,,,,,,,,,,,,"Jack Moroknek","sa3038388",833381
"Jackson Jobe","DET",0,0,0,4.99369,6,0,0,0,,6,27,6,4,3,1,3,,0,5,6.69609,4.19924,1.59459,1.36192,0.17052,0.106936,0.06358381360769272,0.257329,1.4628,0.283898,0.695565,,,5.06027,-0.0135275,-0.0277119,999,,,,,,,17.500000000000007,2.916666666666668,18,3,,,,,,,,,,,,,,,,,,,"Jackson Jobe","30203",695549
"Caden Monke","KCR",0,0,0,5.14971,1,0,0,0,,1.31122,6,1,1,1,0,1,0,0,1,7.67681,6.15318,1.24762,1.16335,0.181098,0.145155,0.03594277799129486,0.252823,1.68605,0.292748,0.705006,,,5.34571,-0.0135377,-0.0296795,999,,,,,,,6.103045129776001,4.654470154091204,5.556111574172974,4.23735282058089,,,,,,,,,,,,,,,,,,,"Caden Monke","sa3017305",681387
"Jose Romero","CHC",0,0,0,4.87039,1,0,0,0,,1.4432,7,1,1,1,0,1,0,0,1,8.14871,5.6928,1.43141,1.2229,0.193835,0.135416,0.05841940641403198,0.244537,1.6055,0.284964,0.716783,,,5.16737,-0.0135519,-0.0254054,999,,,,,,,7.0797161102294925,4.905551671501543,6.216024398803711,4.3070976865282065,,,,,,,,,,,,,,,,,,,"Jose Romero","sa3015483",696098
"Carlos Lequerica","DET",0,0,0,5.42493,1,0,0,0,,1.40352,6,1,1,1,0,1,0,0,1,5.61417,3.86499,1.45257,1.39229,0.147661,0.101655,0.04600595682859421,0.26759,1.43178,0.285659,0.636459,,,5.33479,-0.0135531,-0.0276169,999,,,,,,,6.786011743545533,4.835011565767232,6.01757550239563,4.28750321271312,,,,,,,,,,,,,,,,,,,"Carlos Lequerica","sa3023081",701557
"Jared Simpson","WSN",0,0,0,5.21968,1,0,0,0,,1.22959,6,1,1,1,0,1,0,0,1,6.95297,6.51821,1.0667,0.979747,0.166892,0.156456,0.010435566306114197,0.256719,1.71068,0.296371,0.691298,,,5.36503,-0.0135543,-0.0345809,999,,,,,,,5.4989646673202515,4.472194367818577,5.1479490995407104,4.186720657727382,,,,,,,,,,,,,,,,,,,"Jared Simpson","sa3022902",688692
"Jack Anderson","BOS",0,0,0,5.13468,11,0,0,0,,11,45,11,7,6,2,3,,0,8,6.39155,2.81562,2.27003,1.40439,0.166852,0.0735022,0.09334991872310638,0.275064,1.38498,0.302186,0.653095,,,4.78951,-0.0135571,-0.0330554,999,,,,,,,35.2,3.2,36,3.272727272727273,,,,,,,,,,,,,,,,,,,"Jack Anderson","30086",681252
"Chris Sargent","SDP",0,0,0,4.85484,1,0,0,0,,1.29686,7,2,1,1,0,1,0,0,1,7.75126,4.38305,1.76846,1.6038,0.162916,0.0921229,0.07079295814037323,0.257251,1.70624,0.281359,0.766818,,,5.37025,-0.0135662,-0.0348965,999,,,,,,,3.3967541456222543,2.619216903568479,5.484293341636658,4.228905952188464,,,,,,,,,,,,,,,,,,,"Chris Sargent","sa3069171",690053
"Christian McGowan","PHI",0,0,0,5.05327,1,0,0,0,,1.90553,9,2,1,1,0,1,0,0,1,6.93012,4.23773,1.63534,1.3792,0.165918,0.101458,0.06445995718240738,0.261898,1.54882,0.289634,0.70118,,,5.16217,-0.0135727,0.00228498,999,,,,,,,7.900920057296754,4.146311601400886,8.527648687362671,4.475211548613046,,,,,,,,,,,,,,,,,,,"Christian McGowan","sa3017896",694909
"Leonardo Rossell","DET",0,0,0,5.50076,1,0,0,0,,1.42644,6,1,1,1,0,1,0,0,1,4.67628,4.28801,1.09055,1.10047,0.125111,0.114723,0.010387763381004333,0.275443,1.4753,0.293712,0.619379,,,5.26557,-0.0135766,-0.026449,999,,,,,,,6.9556321859359755,4.876228848188328,6.132183909416199,4.298952457830091,,,,,,,,,,,,,,,,,,,"Leonardo Rossell","sa3022317",814548
"Andrew Pérez","KCR",0,0,0,5.20154,1,0,0,0,,1.33938,6,1,1,1,0,1,0,0,1,7.14565,4.78705,1.4927,1.43945,0.169338,0.113444,0.055894024670124054,0.25862,1.59229,0.286194,0.702326,,,5.39164,-0.013589,-0.0282484,999,,,,,,,6.311428952217103,4.712193819031427,5.696911454200745,4.253387171953174,,,,,,,,,,,,,,,,,,,"Andrew Perez","sa3006640",680970
"Ryan Cabarcas",,0,0,0,5.23737,1,0,0,0,,1.33207,6,1,1,1,0,1,0,0,1,7.13696,4.64577,1.53623,1.42713,0.167684,0.109153,0.05853094905614853,0.263924,1.61322,0.292807,0.70271,,,5.32814,-0.0136226,-0.0329204,999,,,,,,,6.257299423217773,4.697434230591348,5.660337448120117,4.249287286275375,,,,,,,,,,,,,,,,,,,"Ryan Cabarcas","sa3067309",686572
"Matthew Watson","SDP",0,0,0,5.69388,1,1,0,0,,3.99416,17,4,3,3,1,2,0,0,2,4.5158,3.40164,1.32753,1.56008,0.116192,0.0875243,0.028667189180850983,0.276156,1.45277,0.280225,0.629518,,,5.66403,-0.0136239,-0.0539555,999,,,,,,,4.85676589012146,1.2159675290763388,4.970787763595581,1.2445146937710558,,,,,,,,,,,,,,,,,,,"Matthew Watson","sa3044862",822459
"Austin Hedges","CLE",0,0,0,5.79862,1,0,0,0,,1.20007,5,1,1,1,0,0,0,0,1,5.03164,3.06875,1.63964,1.53813,0.123247,0.0751672,0.0480797216296196,0.294733,1.56301,0.307685,0.649148,,,5.4085,-0.0136319,-0.0393003,999,,,,,,,8.280527877807618,6.900029721082738,8.000356674194336,6.666567596390875,,,,,,,,,,,,,,,,,,,"Austin Hedges","12976",595978
"Trey Cooper","CHW",0,0,0,5.23279,1,0,0,0,,1.72159,8,2,1,1,0,1,0,0,1,6.70502,4.79959,1.397,1.33446,0.168521,0.120631,0.047890275716781616,0.2566,1.51689,0.284132,0.673526,,,5.33555,-0.0136328,-0.0112307,999,,,,,,,6.539747786521912,3.7986728176409423,7.607937693595886,4.419140777038861,,,,,,,,,,,,,,,,,,,"Trey Cooper","sa3076082",801858
"Alexis Torres","PIT",0,0,0,5.08255,1,0,0,0,,1.83643,8,2,1,1,0,1,0,0,1,6.54095,4.91802,1.33,1.06251,0.166413,0.125123,0.041290223598480225,0.261936,1.53303,0.297269,0.669877,,,5.01863,-0.013637,-0.00113828,999,,,,,,,7.389575481414796,4.023882764936563,8.182145595550537,4.455464962086542,,,,,,,,,,,,,,,,,,,"Alexis Torres","sa3019375",800225
"Jaren Warwick","LAA",0,0,0,5.28253,1,0,0,0,,1.43854,7,1,1,1,0,1,0,0,1,6.67354,5.19103,1.28559,1.23903,0.161854,0.125899,0.035955607891082764,0.26255,1.61318,0.292911,0.684368,,,5.34348,-0.0136605,-0.0249299,999,,,,,,,7.045176458358766,4.897458111266738,6.1926867961883545,4.304849475351872,,,,,,,,,,,,,,,,,,,"Jaren Warwick","sa3025164",805262
"Marco Manzano","NYY",0,0,0,5.23884,1,0,0,0,,1.06463,5,1,1,1,0,1,0,0,1,8.7537,6.47076,1.35281,1.51221,0.195797,0.144734,0.05106326937675476,0.242925,1.73527,0.278769,0.732981,,,5.72608,-0.0136711,-0.0459941,999,,,,,,,4.278271937370301,4.018547796803749,4.323156714439392,4.060707721334374,,,,,,,,,,,,,,,,,,,"Marco Manzano","sa3024246",821070
"Chase Renner","MIA",0,0,0,5.20369,1,0,0,0,,1.26737,6,1,1,1,0,1,0,0,1,8.03219,5.07862,1.58157,1.55027,0.187884,0.118796,0.06908787786960602,0.252065,1.60474,0.283448,0.713732,,,5.45663,-0.0136749,-0.0313537,999,,,,,,,5.778509664535523,4.559463395262241,5.3368308544158936,4.210962054239511,,,,,,,,,,,,,,,,,,,"Chase Renner","sa3040620",702041
"Mason Miller","KCR",0,0,0,5.96027,1,1,0,0,,2.5155,11,3,2,2,0,1,0,0,1,4.70797,4.91507,0.957864,1.36211,0.115354,0.120429,-0.0050743743777275085,0.281213,1.65212,0.292973,0.644893,,,5.86188,-0.0136869,-0.0378268,999,,,,,,,9.814711093902588,3.901691609850951,11.577507495880127,4.602464955664881,,,,,,,,,,,,,,,,,,,"Mason Miller","sa3023658",692223
"Samuel Strickland","ATL",0,0,0,5.13346,1,0,0,0,,1.81514,8,2,1,1,0,1,0,0,1,6.52956,3.19063,2.04648,1.47565,0.17108,0.0835974,0.08748272806406021,0.264856,1.37137,0.289136,0.655433,,,5.01999,-0.0136885,-0.00366906,999,,,,,,,7.232058119773865,3.984291134620819,8.075714945793152,4.449079215261422,,,,,,,,,,,,,,,,,,,"Samuel Strickland","sa3017139",694436
"Quinton Low","MIL",0,0,0,4.74347,1,0,0,0,,1.64411,8,2,1,1,0,1,0,0,2,9.14179,6.11221,1.49566,1.28735,0.209572,0.14012,0.06945210695266724,0.23648,1.64988,0.280941,0.741036,,,5.18857,-0.0137082,-0.0139208,999,,,,,,,7.96643843650818,4.845431531816464,9.220566511154175,5.608230587662747,,,,,,,,,,,,,,,,,,,"Quinton Low","sa3017921",701703
"Victor Mederos","ATL",1,1,0,4.50616,12,0,0,0,,12,52,11,6,6,2,5,,1,10,7.46593,3.95005,1.89008,1.21926,0.18694,0.0989059,0.08803445845842361,0.247558,1.41607,0.282239,0.708748,,,4.67849,-0.01378,0.00162077,999,,,,,,,37.600000000000016,3.1333333333333346,36,3,,,,,,,,,,,,,,,,,,,"Victor Mederos","31533",682989
"Michael Hilker","MIN",0,0,0,5.30182,1,0,0,0,,1.57798,7,2,1,1,0,1,0,0,1,6.38924,4.71229,1.35587,1.23185,0.163171,0.120344,0.04282650351524353,0.263776,1.51901,0.293326,0.659636,,,5.22569,-0.0137865,-0.0181789,999,,,,,,,5.477032899856568,3.470919693943523,6.889887094497681,4.3662773699908906,,,,,,,,,,,,,,,,,,,"Michael Hilker","sa3069198",830242
"Harrison Ruiz","CLE",0,0,0,5.35168,1,0,0,0,,1.22332,5,1,1,1,0,1,0,0,1,5.89198,4.28397,1.37536,1.40752,0.150712,0.10958,0.04113170504570007,0.261206,1.47276,0.279663,0.656634,,,5.44229,-0.0137964,-0.0381352,999,,,,,,,5.452580404281617,4.457192666590399,5.116608381271362,4.182553518497333,,,,,,,,,,,,,,,,,,,"Harrison Ruiz","sa3022193",806916
"Alfredo Velásquez","BAL",0,0,0,5.23079,1,0,0,0,,0.915309,5,1,1,1,0,1,0,0,1,8.74763,4.94786,1.76796,1.94824,0.16799,0.0950189,0.07297080755233765,0.2641,1.91512,0.288561,0.794216,,,5.85329,-0.0137976,-0.0536677,999,,,,,,,3.1732840418815615,3.4669005115870455,3.5765432715415955,3.9074723643297347,,,,,,,,,,,,,,,,,,,"Alfredo Velasquez","sa3018556",800414
"Jose Geraldo","SEA",0,0,0,4.94303,1,0,0,0,,1.36804,6,1,1,1,0,1,0,0,1,6.78562,4.03533,1.68155,1.39897,0.1734,0.103119,0.07028099149465561,0.251043,1.41458,0.275829,0.680646,,,5.14585,-0.013809,-0.0364777,999,,,,,,,6.5234657526016235,4.7684901346010085,5.8401795625686646,4.269025037389169,,,,,,,,,,,,,,,,,,,"Jose Geraldo","sa3016295",702751
"Javi Rivera","CIN",0,0,0,6.11075,1,1,0,0,,4.14723,19,5,3,3,1,2,0,0,2,5.23667,4.21565,1.2422,1.70614,0.129304,0.104093,0.025211110711097717,0.280296,1.5836,0.288607,0.638759,,,5.99962,-0.0138175,-0.0223387,999,,,,,,,3.3895172119140646,0.8172962511911643,5.7361602783203125,1.3831298083467933,,,,,,,,,,,,,,,,,,,"Javi Rivera","sa3018184",695373
"Jack Leftwich","CLE",0,0,0,5.14451,1,0,0,0,,1.60138,7,2,1,1,0,1,0,0,1,5.86105,3.68985,1.58842,1.37654,0.150655,0.0948453,0.05580920726060867,0.26296,1.42586,0.28209,0.661479,,,5.19931,-0.0138426,-0.0189158,999,,,,,,,5.6502366304397595,3.5283473545036377,7.006916642189026,4.375539895887683,,,,,,,,,,,,,,,,,,,"Jack Leftwich","sa3018169",676393
"Kevin Warunek","PHI",0,0,0,5.35067,1,0,0,0,,1.47921,7,1,1,1,0,1,0,0,1,6.93289,4.22139,1.64233,1.55138,0.174685,0.106365,0.06832074373960495,0.258804,1.47543,0.283108,0.66938,,,5.39886,-0.0138541,-0.0201897,999,,,,,,,7.3461250305175785,4.966262040153186,6.396030426025391,4.323961677820329,,,,,,,,,,,,,,,,,,,"Kevin Warunek","sa3044815",825100
"Owen Puk","WSN",0,0,0,5.33545,1,0,0,0,,1.12595,6,1,1,1,0,1,0,0,1,6.18129,4.65807,1.32701,1.43674,0.137923,0.103936,0.03398784250020981,0.271059,1.71121,0.290682,0.714996,,,5.56487,-0.0138759,-0.0398313,999,,,,,,,4.732040429115296,4.202703944293192,4.629757046699524,4.111862206748109,,,,,,,,,,,,,,,,,,,"Owen Puk","sa3040281",824667
"Bryan Balzer","SDP",0,0,0,5.6162,1,1,0,0,,4.19698,18,4,3,3,1,2,0,0,2,4.7484,4.61903,1.02801,1.25851,0.119967,0.116699,0.0032683536410331726,0.273141,1.55967,0.286565,0.643818,,,5.5979,-0.013876,-0.0425177,999,,,,,,,6.357662582397461,1.51481789670823,5.984907150268555,1.4260027712803014,,,,,,,,,,,,,,,,,,,"Bryan Balzer","sa3025047",808893
"Jacob Stretch","TEX",0,0,0,5.14361,1,0,0,0,,1.54428,7,2,1,1,0,1,0,0,1,7.70438,4.82673,1.59619,1.46463,0.188095,0.11784,0.07025495916604996,0.25137,1.53155,0.283117,0.69596,,,5.31408,-0.0138857,-0.0220769,999,,,,,,,5.227684736251832,3.3851885085300153,6.7214086055755615,4.352449759440325,,,,,,,,,,,,,,,,,,,"Jacob Stretch","sa3068935",811710
"Yander Pinero","ATL",0,0,0,6.12351,1,1,0,0,,2.0231,9,2,2,1,0,1,0,0,1,4.58003,4.12492,1.11033,1.54121,0.118116,0.106379,0.01173701137304306,0.283223,1.53433,0.29008,0.611158,,,5.87129,-0.0138877,-0.0667666,999,,,,,,,8.770942783355714,4.33539674395068,9.115501880645752,4.50570915225011,,,,,,,,,,,,,,,,,,,"Yander Pinero","sa3024870",821087
"Orlando Gonzalez","PHI",0,0,0,6.26823,1,1,0,0,,2.27602,10,2,2,2,0,1,0,0,1,4.55463,4.68581,0.972003,1.49962,0.117493,0.120877,-0.003384143114089966,0.282051,1.57371,0.2896,0.606531,,,6.00996,-0.013923,-0.0502581,999,,,,,,,10.642558956146242,4.675948380560229,10.380107402801514,4.56063683557423,,,,,,,,,,,,,,,,,,,"Orlando Gonzalez","sa3024196",701432
"L.J. Waco","WSN",0,0,0,5.45705,1,0,0,0,,1.27005,5,1,1,1,0,1,0,0,1,5.97485,3.94727,1.51367,1.5246,0.153783,0.101597,0.05218663811683655,0.26398,1.4491,0.280865,0.649245,,,5.47638,-0.0139518,-0.0325205,999,,,,,,,5.798373007774353,4.565466833678197,5.350252032279968,4.212629676021722,,,,,,,,,,,,,,,,,,,"L.J. Waco","sa3076426",842248
"Yander Bonaci","BOS",0,0,0,5.5769,1,0,0,0,,1.05688,5,1,1,1,0,1,0,0,1,6.75744,4.87244,1.38687,1.58684,0.152293,0.10981,0.04248230904340744,0.271138,1.71539,0.293199,0.707225,,,5.72623,-0.0139583,-0.0414177,999,,,,,,,4.220901393890381,3.9937430152474587,4.284392833709717,4.053817504235405,,,,,,,,,,,,,,,,,,,"Yander Bonaci","sa3023841",821127
"Yanuel Casiano","CIN",0,0,0,5.71393,1,0,0,0,,1.29686,6,1,1,1,0,1,0,0,1,5.71672,4.45497,1.28322,1.50787,0.141821,0.11052,0.03130171447992325,0.271617,1.56252,0.287763,0.654457,,,5.68843,-0.0139603,-0.0265966,999,,,,,,,5.996754145622255,4.624061427878472,5.484293341636658,4.228905952188464,,,,,,,,,,,,,,,,,,,"Yanuel Casiano","sa3067398",813933
"Holt Jones","MIA",0,0,0,5.16092,1,0,0,0,,1.44923,7,2,1,1,0,1,0,0,1,7.40664,5.35816,1.38231,1.27128,0.175692,0.1271,0.04859176278114319,0.257825,1.63443,0.292837,0.701701,,,5.28726,-0.0139759,-0.0220014,999,,,,,,,4.524300789833069,3.1218656116494334,6.246149182319641,4.3099783244595855,,,,,,,,,,,,,,,,,,,"Holt Jones","sa3017368",695366
"Bryce Hubbart","CIN",0,0,0,6.18281,1,1,0,0,,2.53399,12,3,2,2,1,1,0,0,2,6.18698,4.89275,1.26452,1.84725,0.150303,0.118861,0.03144128620624542,0.269369,1.61415,0.280796,0.651056,,,6.22726,-0.0140149,-0.0295298,999,,,,,,,-0.3484394073486312,-0.13750597459020833,0.6699733734130859,0.26439415208992106,,,,,,,,,,,,,,,,,,,"Bryce Hubbart","sa3020323",687114
"Kelvin Ramirez","LAD",0,0,0,5.44651,1,0,0,0,,1.27179,6,1,1,1,0,1,0,0,1,7.23974,5.53393,1.30825,1.40711,0.182466,0.139474,0.04299221932888031,0.250068,1.54933,0.280294,0.667712,,,5.5742,-0.0140318,-0.0329084,999,,,,,,,5.811247968673706,4.569344587596253,5.3589513301849365,4.2137068298878475,,,,,,,,,,,,,,,,,,,"Kelvin Ramirez","sa3015492",699062
"Zane Russell","ARI",0,0,0,5.4409,1,0,0,0,,1.05032,5,1,1,1,0,1,0,0,1,6.29483,4.75803,1.32299,1.35347,0.159563,0.120608,0.03895533084869385,0.262651,1.52696,0.287327,0.658352,,,5.43891,-0.0140399,-0.0426886,999,,,,,,,4.172394680976868,3.9724849170099317,4.251618027687073,4.047912476947203,,,,,,,,,,,,,,,,,,,"Zane Russell","sa3022907",801546
"Miguel Mejias","NYM",0,0,0,5.34252,1,0,0,0,,1.22897,5,1,1,1,0,1,0,0,1,5.5379,4.87521,1.13593,1.177,0.142671,0.125599,0.0170726478099823,0.26239,1.51712,0.284263,0.651233,,,5.39081,-0.0140448,-0.0378858,999,,,,,,,5.494341325759889,4.470705942766663,5.144825220108032,4.186307206324073,,,,,,,,,,,,,,,,,,,"Miguel Mejias","sa3022328",814255
"Houston Harding","LAA",0,0,0,5.95851,1,1,0,0,,2.79256,13,3,2,2,1,1,0,0,2,5.2621,4.42687,1.18867,1.62854,0.128449,0.108061,0.020388267934322357,0.276606,1.59993,0.28612,0.651136,,,5.9559,-0.0140543,-0.0249224,999,,,,,,,1.564928865432738,0.5603926187993562,1.96278977394104,0.7028644725440985,,,,,,,,,,,,,,,,,,,"Houston Harding","sa3017820",699613
"Javier Sanchez","TEX",0,0,0,5.60373,1,0,0,0,,0.921849,5,1,1,1,0,0,0,0,1,6.21856,4.56421,1.36246,1.72708,0.141076,0.103545,0.03753115236759186,0.267554,1.66649,0.280397,0.705689,,,5.94161,-0.0140806,-0.0533089,999,,,,,,,6.22168048620224,6.7491339840702755,6.60924357175827,7.169553386432416,,,,,,,,,,,,,,,,,,,"Javier Sanchez","sa3023975",821795
"Carlos Rodriguez","DET",0,0,0,5.59043,1,1,0,0,,2.93165,15,4,2,2,1,2,0,0,2,6.21722,5.01662,1.23932,1.54116,0.135098,0.10901,0.026088587939739227,0.275247,1.79465,0.293423,0.71786,,,5.83451,-0.0140861,-0.0184436,999,,,,,,,-3.0057764530181874,-1.0252842515504128,-0.34174084663391113,-0.11656938353263953,,,,,,,,,,,,,,,,,,,"Carlos Rodriguez","sa3024277",823864
"Kruz Schoolcraft","SDP",0,0,0,5.41606,1,1,0,0,,3.36237,16,3,2,2,0,2,0,0,2,6.31003,5.63936,1.11893,1.31973,0.149848,0.133922,0.015926644206047058,0.258894,1.66027,0.282055,0.689352,,,5.69762,-0.0140928,0.00395382,999,,,,,,,15.081553983688355,4.485391047217466,14.811860799789429,4.405181846370912,,,,,,,,,,,,,,,,,,,"Kruz Schoolcraft","sa3069203",828244
"Choyce Diffey","CHW",0,0,0,5.75058,1,0,0,0,,1.19814,5,1,1,1,0,1,0,0,1,4.85011,4.2379,1.14446,1.43433,0.123036,0.107506,0.015530325472354889,0.274969,1.53149,0.285299,0.637139,,,5.69758,-0.0141094,-0.0379898,999,,,,,,,5.266207957267762,4.395333277947445,4.990681052207947,4.165370354985401,,,,,,,,,,,,,,,,,,,"Choyce Diffey","sa3076252",840335
"Jared Johnson","ATH",0,0,0,5.33977,1,0,0,0,,1.41592,6,2,1,1,0,1,0,0,1,6.28997,4.50049,1.39762,1.34226,0.153234,0.109639,0.04359450936317444,0.268225,1.57469,0.293023,0.678434,,,5.33955,-0.0141452,-0.0259739,999,,,,,,,4.277823138236999,3.021227864348188,6.079610228538513,4.293746429733579,,,,,,,,,,,,,,,,,,,"Jared Johnson","sa3011626",687991
"J.T. Etheridge","NYY",0,0,0,5.60075,1,1,0,0,,3.71807,17,4,3,2,1,2,0,0,3,7.00062,5.26132,1.33058,1.65304,0.165451,0.124345,0.04110632836818695,0.256727,1.6265,0.277127,0.691423,,,5.896,-0.0141748,-0.0678831,999,,,,,,,4.813688230514531,1.294675312425076,5.590329885482788,1.5035585489659018,,,,,,,,,,,,,,,,,,,"J.T. Etheridge","sa3067420",822950
"Florangel Vasquez","SDP",0,0,0,5.25827,1,0,0,0,,1.32882,6,1,1,1,0,1,0,0,1,6.55773,4.02861,1.62779,1.52009,0.171156,0.105146,0.06600963324308395,0.25426,1.40348,0.274983,0.655817,,,5.36686,-0.0141798,-0.0332705,999,,,,,,,6.2332679271698,4.690829437648864,5.644099950790405,4.247452621569129,,,,,,,,,,,,,,,,,,,"Florangel Vasquez","sa3067618",831960
"Enyel Lopez","TEX",0,0,0,5.60624,1,1,0,0,,2.61725,13,3,2,2,0,2,0,0,2,7.12447,6.7289,1.05879,1.32539,0.162703,0.15367,0.00903370976448059,0.258001,1.79323,0.2885,0.701217,,,5.90462,-0.0142279,-0.0399762,999,,,,,,,9.56761975288391,3.6556059585380125,11.0862295627594,4.235837950722043,,,,,,,,,,,,,,,,,,,"Enyel Lopez","sa3067495",830472
"Chase Bentley","MIL",0,0,0,5.76841,1,1,0,0,,3.3721,15,3,2,2,1,2,0,0,3,6.72653,4.53548,1.48309,1.71963,0.170971,0.11528,0.05569077283143997,0.259423,1.49353,0.277639,0.647202,,,5.79496,-0.0142396,0.0106241,999,,,,,,,4.853558492660523,1.439327094620664,3.8605124950408936,1.1448384194063996,,,,,,,,,,,,,,,,,,,"Chase Bentley","sa3069243",828230
"Samuel Gonzalez","ATH",0,0,0,5.70986,1,0,0,0,,1.26393,5,1,1,1,0,1,0,0,1,5.46853,3.90179,1.40154,1.44773,0.145207,0.103605,0.041601911187171936,0.273958,1.44768,0.29089,0.617392,,,5.45891,-0.0142466,-0.033721,999,,,,,,,5.753114366531372,4.551750854739145,5.319671869277954,4.208819681871985,,,,,,,,,,,,,,,,,,,"Samuel Gonzalez","sa3024117",820997
"Koen Moreno","CHC",0,0,0,5.63907,1,1,0,0,,3.30038,14,3,2,2,1,2,0,0,2,5.79233,4.84354,1.19589,1.4239,0.146678,0.122652,0.02402602881193161,0.264321,1.54137,0.282267,0.649326,,,5.68187,-0.0142525,0.00416552,999,,,,,,,2.322833108901979,0.7038071680393775,1.5019142627716064,0.4550727384882649,,,,,,,,,,,,,,,,,,,"Koen Moreno","sa3014509",691103
"Cody Adcock","CIN",0,0,0,5.35088,1,0,0,0,,1.64268,7,2,1,1,0,1,0,0,1,7.91221,5.67006,1.39544,1.42023,0.195459,0.14007,0.05538897216320038,0.247403,1.57252,0.283013,0.683009,,,5.49282,-0.0142653,-0.00858088,999,,,,,,,5.955861473083497,3.6256891375743923,7.2134199142456055,4.3912401834797405,,,,,,,,,,,,,,,,,,,"Cody Adcock","sa3023175",694832
"Holden Powell","WSN",0,0,0,5.29341,1,0,0,0,,1.28123,6,1,1,1,0,1,0,0,1,6.56047,5.37789,1.2199,1.2513,0.159735,0.130942,0.028793692588806152,0.258697,1.60859,0.286822,0.683335,,,5.45022,-0.0142747,-0.0319503,999,,,,,,,5.881067395210266,4.590189786705003,5.406126618385315,4.219497162973612,,,,,,,,,,,,,,,,,,,"Holden Powell","sa3014854",676026
"Brian Zeldin","MIN",0,0,0,5.15839,1,0,0,0,,1.49111,7,2,1,1,0,1,0,0,1,8.21726,5.2247,1.57277,1.4562,0.190111,0.120877,0.06923452019691467,0.254762,1.6411,0.291037,0.717593,,,5.33124,-0.0142791,-0.0226463,999,,,,,,,4.834226107597352,3.242028289740191,6.455558180809021,4.329359401570999,,,,,,,,,,,,,,,,,,,"Brian Zeldin","sa3076127",823227
"Adrian Rodriguez","TEX",0,0,0,5.12518,1,0,0,0,,1.20163,6,1,1,1,0,1,0,0,1,9.4526,7.35696,1.28485,1.29755,0.218504,0.170061,0.04844217002391815,0.231981,1.72736,0.280706,0.724594,,,5.56185,-0.0142925,-0.0394412,999,,,,,,,5.292064619064332,4.4040703547200275,5.0081517696380615,4.167797320755563,,,,,,,,,,,,,,,,,,,"Adrian Rodriguez","sa3015385",689583
