Name,Team,G,PA,AB,H,1B,2B,3B,HR,R,RBI,BB,IBB,SO,HBP,SF,SH,GDP,SB,CS,AVG,BB%,K%,BB/K,OBP,SLG,wOBA,OPS,ISO,Spd,BABIP,UBR,wSB,wRC,wRAA,wRC+,BsR,Fld,Off,Def,WAR,ADP,InterSD,InterSK,IntraSD,Vol,Skew,Dim,FPTS,FPTS/G,SPTS,SPTS/G,P10,P20,P30,P40,P50,P60,P70,P80,P90,TT10,TT20,TT30,TT40,TT50,TT60,TT70,TT80,TT90,NameASCII,PlayerId,MLBAMID
"Kerry Carpenter","DET",56,240.008,216.055,52.9558,29.988,10.3457,0.675105,11.9471,30.8497,35.4199,17.6094,0.492328,62.1009,3.90573,1.84768,0.246406,3.56256,0.891594,0.319125,0.245104,0.0733701,0.258745,0.283561,0.31105,0.465127,0.335639,0.776177,0.220023,3.31754,0.285071,,-0.22264,32.1045,3.61012,113.327,-0.22264,-0.6,3.542554050683975,-4.9209877252578735,0.726183,236.22000122070312,,,,,,,296.2,5.289285714,296.2,5.289285714,,,,,,,,,,,,,,,,,,,"Kerry Carpenter","25961",681481
"Romy Gonzalez","BOS",43,186.612,171.308,45.9509,30.4522,8.25201,0.960194,6.28651,24.4191,23.5319,11.7543,0.335929,45.6278,1.67605,1.34588,0.527546,3.9554,5.06955,1.57458,0.268236,0.0629879,0.244506,0.257612,0.319109,0.437708,0.32947,0.756817,0.169472,5.6484,0.328512,,0.133795,24.032,1.87691,105.124,0.133795,-0.19,1.2593806982040405,-0.8044261932373047,0.719699,999,,,,,,,217.8,5.065116279,217.8,5.065116279,,,,,,,,,,,,,,,,,,,"Romy Gonzalez","21562",663853
"Joe Mack","MIA",51,193.838,174.474,38.6307,25.2785,7.74691,0.221551,5.38375,19.3023,22.1487,15.5461,0.367738,51.8067,2.03885,1.1482,0.630617,3.40052,1.04028,0.364,0.221412,0.0802015,0.267268,0.300078,0.29096,0.360924,0.289431,0.651885,0.139512,2.81113,0.280726,,-0.166509,18.6929,-4.32011,79.5768,-0.166509,1.68,-4.904949128627777,5.6151851415634155,0.711295,999,,,,,,,170.5,3.343137254,170.5,3.343137254,,,,,,,,,,,,,,,,,,,"Joe Mack","29780",691788
"Logan O'Hoppe","LAA",43,165.801,150.707,35.0613,22.065,6.10251,0.481047,6.41274,18.12,20.2055,11.4411,0.113389,44.6716,1.95174,1.08018,0.620165,2.58985,0.765639,0.271012,0.232645,0.0690049,0.26943,0.256115,0.29334,0.407174,0.30678,0.700514,0.174529,3.26206,0.284485,,-0.145298,18.3128,-1.37152,92.5886,-0.145298,-0.65,-1.5917774736881256,2.6679011583328247,0.707685,246.50999450683594,,,,,,,159.7,3.713953488,159.7,3.713953488,,,,,,,,,,,,,,,,,,,"Logan O'Hoppe","24729",681351
"Carlos Narváez","BOS",42,167.651,149.437,33.304,21.8182,6.12786,0.121966,5.23597,17.6527,19.6551,14.4954,0.303211,45.6396,1.72327,1.19463,0.800573,2.97122,1.00533,0.448517,0.222863,0.0864614,0.272229,0.317605,0.296808,0.370615,0.296026,0.667423,0.147752,2.86627,0.281365,,-0.18328,17.0607,-2.84331,82.1722,-0.18328,1.55,-3.7015809416770935,4.6439900398254395,0.700782,443.010009765625,,,,,,,150.1,3.573809523,150.1,3.573809523,,,,,,,,,,,,,,,,,,,"Carlos Narvaez","19722",665966
"Jeff McNeil","ATH",58,247.43,220.973,56.7928,38.8395,12.469,0.429064,5.05518,28.3493,26.2674,19.2121,0.819888,30.6581,4.00172,2.05465,1.1891,4.96647,1.22445,0.47497,0.257013,0.0776463,0.123906,0.626655,0.324911,0.385955,0.314581,0.710866,0.128942,3.22181,0.276208,,-0.274376,28.8882,-0.487401,96.2913,-0.274376,-1.28,-1.3545784652233124,-0.5542742609977722,0.699095,440.5199890136719,,,,,,,250.9,4.325862068,250.9,4.325862068,,,,,,,,,,,,,,,,,,,"Jeff McNeil","15362",643446
"Ha-Seong Kim","ATL",56,236.565,207.291,48.9369,33.8664,8.67636,1.12556,5.26856,29.5276,21.3234,23.1111,0.515599,43.4244,1.97485,1.81102,2.24717,3.80443,7.19742,2.22716,0.236078,0.0976945,0.183562,0.532216,0.316083,0.365042,0.30381,0.681125,0.128964,5.53685,0.272231,,0.211267,25.5613,-2.52441,90.1473,0.211267,-0.82,-2.578555941581726,1.7725924849510193,0.698179,748.3800048828125,,,,,,,228.9,4.0875,228.9,4.0875,,,,,,,,,,,,,,,,,,,"Ha-Seong Kim","27506",673490
"Kyle Karros","COL",48,203.584,181.226,48.8731,33.9921,9.89337,1.13018,3.85744,24.1821,23.0469,18.7533,1.13561,44.0233,1.99241,1.3234,0.289084,4.13641,1.27056,0.489211,0.26968,0.0921157,0.216241,0.425987,0.342452,0.4006,0.32789,0.743051,0.130919,4.03663,0.334269,,-0.230772,25.958,1.78783,93.2843,-0.230772,1.45,-1.8672451823949814,2.1178810000419617,0.69675,999,,,,,,,230.6,4.804166666,230.6,4.804166666,,,,,,,,,,,,,,,,,,,"Kyle Karros","33252",691720
"Willi Castro","COL",63,269.799,239.147,62.2481,41.6672,12.4836,1.52557,6.5718,34.6154,30.4396,22.2199,0.276641,59.8059,5.75787,1.85395,0.820043,4.72231,6.5264,1.84946,0.260292,0.0823573,0.221669,0.371533,0.335439,0.407692,0.328881,0.74313,0.147399,5.58533,0.318837,,0.175386,34.6166,2.58529,93.9531,0.175386,-0.63,-1.777358666062355,-0.13788753747940063,0.695087,256.3399963378906,,,,,,,311.9,4.95079365,311.9,4.95079365,,,,,,,,,,,,,,,,,,,"Willi Castro","17338",650489
"Endy Rodríguez","PIT",41,166.572,148.758,35.3575,22.3317,8.12826,0.47996,4.41761,18.5425,19.3014,15.0181,0.200793,36.7686,1.32126,1.23764,0.237945,2.52899,1.02626,0.366392,0.237686,0.0901595,0.220736,0.408449,0.310801,0.387869,0.308931,0.69867,0.150184,3.52198,0.284351,,-0.149062,18.6875,-1.08849,92.1978,-0.149062,0,-1.7046469897031784,3.0441999435424805,0.685313,999,,,,,,,157.7,3.846341463,157.7,3.846341463,,,,,,,,,,,,,,,,,,,"Endy Rodriguez","25332",682848
"Coby Mayo","BAL",42,187.203,168.451,38.3887,21.3633,7.53096,0.85194,8.64253,23.9906,25.1885,15.4014,0.373913,53.75,2.09625,1.03057,0.223476,2.34301,1.51197,0.502505,0.227893,0.0822713,0.287122,0.286538,0.298891,0.436633,0.319792,0.735524,0.20874,4.50101,0.277771,,-0.108226,22.6444,0.419191,104.157,-0.108226,-0.83,0.8077251613140106,-0.7239393964409828,0.68413,459.1600036621094,,,,,,,210.3,5.007142857,210.3,5.007142857,,,,,,,,,,,,,,,,,,,"Coby Mayo","28312",691723
"Luis Robert Jr.","NYM",40,168.395,151.374,37.0863,23.14,6.82819,0.658453,6.45972,23.9361,19.335,13.5276,0.626406,43.5569,1.82661,1.14955,0.321274,1.82747,8.73196,2.39869,0.244997,0.0803326,0.258659,0.310573,0.312373,0.426826,0.322286,0.739199,0.181829,6.47198,0.298775,,0.555859,20.7087,0.716357,106.37,0.555859,-1.18,1.839708685874939,-0.6595448851585388,0.675133,105.63999938964844,,,,,,,198.1,4.9525,198.1,4.9525,,,,,,,,,,,,,,,,,,,"Luis Robert Jr.","20043",673357
"Dylan Beavers","BAL",42,187.203,164.525,40.3934,25.6163,8.50739,0.873647,5.39607,24.3354,20.1054,19.3499,0.401293,42.3872,1.08751,1.4617,0.778955,2.54226,4.57762,1.10318,0.245516,0.103363,0.226424,0.456503,0.326304,0.406239,0.322995,0.732544,0.160723,5.32771,0.296079,,0.219,23.1289,0.903713,106.355,0.219,-0.06,1.6194733083248138,-1.6273400150239468,0.674821,505.0400085449219,,,,,,,204.5,4.869047619,204.5,4.869047619,,,,,,,,,,,,,,,,,,,"Dylan Beavers","31695",687637
"Andrew Vaughn","MIL",58,252.694,227.492,60.1649,39.1998,12.0414,0.0396202,8.88401,28.696,36.4012,19.1735,0.416965,42.7971,3.17954,2.34529,0.503673,5.33771,0.347815,0.138663,0.264471,0.0758764,0.169363,0.448009,0.327205,0.434906,0.333108,0.762112,0.170436,1.80424,0.287843,,-0.310283,33.2848,3.28429,111.141,-0.310283,-0.16,3.059297412633896,-4.635308414697647,0.673143,272.2699890136719,,,,,,,294.4,5.075862068,294.4,5.075862068,,,,,,,,,,,,,,,,,,,"Andrew Vaughn","26197",683734
"A.J. Ewing","NYM",44,187.976,168.759,43.5527,30.4841,9.10818,0.871877,3.08856,23.4442,17.3596,16.561,0.485959,44.0707,0.942574,1.12619,0.587522,3.01775,6.85307,1.45219,0.258077,0.0881017,0.234449,0.375783,0.325828,0.377286,0.312103,0.703114,0.119209,5.8181,0.329713,,0.520181,21.5705,-0.746571,99.4974,0.520181,0,0.4070902466773987,0.10721245408058167,0.672065,999,,,,,,,201.9,4.588636363,201.9,4.588636363,,,,,,,,,,,,,,,,,,,"A.J. Ewing","33656",805999
"Trevor Story","BOS",42,179.626,162.95,39.967,25.6136,7.12807,0.954315,6.27104,22.5329,21.9517,11.1993,0.307089,49.5201,1.84286,1.27659,0.405572,2.4303,5.24989,1.53989,0.245272,0.0623478,0.275684,0.226157,0.299033,0.416183,0.311812,0.715216,0.170911,5.88228,0.310748,,0.211616,20.5701,-0.755628,93.0061,0.211616,-0.52,-1.2672134786844254,1.4244444370269775,0.664248,111.33000183105469,,,,,,,186.3,4.435714285,186.3,4.435714285,,,,,,,,,,,,,,,,,,,"Trevor Story","12564",596115
"Jac Caglianone","KCR",64,278.543,249.958,60.9491,35.5656,13.3741,0.668708,11.3407,35.1874,38.2212,23.1291,0.673693,73.9622,3.68619,1.40257,0.367604,5.09956,2.11999,0.744899,0.243837,0.0830358,0.265532,0.312715,0.315499,0.438804,0.329041,0.754304,0.194967,3.83549,0.298742,,-0.209256,35.7744,2.70492,106.016,-0.209256,-1.31,1.7632481306791306,-5.153522253036499,0.66091,164.58999633789062,,,,,,,320.4,5.00625,320.4,5.00625,,,,,,,,,,,,,,,,,,,"Jac Caglianone","35041",695506
"Dominic Canzone","SEA",44,190.651,172.056,42.597,25.4298,8.42799,0.278571,8.46063,23.4586,26.5924,15.6415,0.581261,42.65,1.48405,1.23899,0.230567,3.48005,1.74996,0.548689,0.247577,0.0820427,0.223707,0.366741,0.313636,0.44732,0.330383,0.760956,0.199743,3.59138,0.279385,,-0.0981041,24.6928,2.05814,116.543,-0.0981041,0.05,3.6145046949386597,-3.8930365554988384,0.659774,477.1600036621094,,,,,,,219.2,4.981818181,219.2,4.981818181,,,,,,,,,,,,,,,,,,,"Dominic Canzone","26438",686527
"Luke Raley","SEA",48,206.706,181.63,41.2662,23.8689,7.61276,0.600529,9.18397,26.4319,26.2368,15.5943,0.415549,64.6251,6.98388,1.07493,1.42288,3.4616,3.30197,0.714298,0.2272,0.0754421,0.312643,0.241305,0.311007,0.427418,0.324094,0.738425,0.200219,4.89786,0.294614,,0.122489,25.722,1.18126,112.227,0.122489,-1.3,3.097543813288212,-4.024014234542847,0.651903,748.25,,,,,,,233,4.854166666,233,4.854166666,,,,,,,,,,,,,,,,,,,"Luke Raley","19354",670042
"Chase Meidroth","CHW",64,275.905,244.256,60.3893,47.4184,9.15804,1.26338,2.54952,29.7337,20.9481,24.9733,0,52.2662,3.51985,1.47553,1.68023,6.72966,4.05231,1.62226,0.247238,0.090514,0.189436,0.477809,0.324123,0.32639,0.295811,0.650512,0.079152,4.48038,0.30296,,-0.260116,28.029,-4.7272,85.9873,-0.260116,0.33,-4.811149448156357,1.3670370280742645,0.645919,646.8699951171875,,,,,,,241,3.765625,241,3.765625,,,,,,,,,,,,,,,,,,,"Chase Meidroth","31580",805367
"Kyle Manzardo","CLE",61,261.643,230.015,53.7274,30.9685,10.8989,0.140927,11.7191,30.7196,38.0332,25.6427,0.671522,65.7204,3.2427,2.53141,0.211183,3.40795,0.595674,0.210505,0.233582,0.0980063,0.251184,0.390178,0.316001,0.435039,0.327714,0.75104,0.201456,2.02359,0.270835,,-0.280077,33.3234,2.26043,109.332,-0.280077,-0.11,2.5941396951675415,-5.540911540389061,0.644964,253.4600067138672,,,,,,,306,5.016393442,306,5.016393442,,,,,,,,,,,,,,,,,,,"Kyle Manzardo","29794",700932
"Edmundo Sosa","PHI",48,213.075,195.841,49.5204,32.3852,8.88174,1.6622,6.59127,25.6891,25.59,9.33031,0.207473,47.1468,4.52372,1.44751,1.72611,3.91231,2.80103,0.814048,0.25286,0.0437888,0.221268,0.197899,0.300149,0.416155,0.312593,0.716304,0.163295,5.37907,0.299052,,-0.0188999,24.535,-0.761929,94.9413,-0.0188999,1.17,-1.309051102027297,0.7398924231529236,0.644776,999,,,,,,,232.2,4.8375,232.2,4.8375,,,,,,,,,,,,,,,,,,,"Edmundo Sosa","17022",624641
"Ryan O'Hearn","PIT",65,284.392,252.98,66.3448,44.5342,12.7737,0.561745,8.47514,33.5568,35.4687,25.8397,1.16868,56.9742,2.85449,2.29081,0.427226,5.73566,1.39804,0.449682,0.262253,0.0908595,0.200337,0.453533,0.334686,0.417691,0.330426,0.752377,0.155438,3.05595,0.304864,,-0.286337,36.8438,3.07998,106.705,-0.286337,-0.24,1.99615877866745,-4.888449415564537,0.643965,285.44000244140625,,,,,,,324.1,4.986153846,324.1,4.986153846,,,,,,,,,,,,,,,,,,,"Ryan O'Hearn","16442",656811
"Jacob Young","WSN",55,238.508,214.302,52.695,40.8899,8.08327,2.11628,1.60548,27.2383,15.4384,14.4786,0.333155,43.6298,3.21522,1.4608,5.05154,4.56115,10.9002,2.62522,0.245891,0.060705,0.182928,0.331852,0.301507,0.325836,0.281275,0.627343,0.0799446,6.79111,0.299597,,0.788401,21.4292,-6.8872,75.4262,0.788401,3.96,-6.226928293704987,4.808765411376953,0.642401,746.0700073242188,,,,,,,199.7,3.63090909,199.7,3.63090909,,,,,,,,,,,,,,,,,,,"Jacob Young","29931",696285
"Daniel Schneemann","CLE",49,210.906,188.108,42.2167,27.7565,8.89819,0.456503,5.10556,23.4665,21.6303,19.7101,0.165473,55.2179,1.14427,1.32774,0.61545,3.67941,4.05105,1.13159,0.224427,0.0934544,0.261813,0.356951,0.299923,0.358009,0.29355,0.657933,0.133582,4.41465,0.287432,,0.0872159,21.0406,-3.99872,85.8863,0.0872159,1.66,-3.4167420491576195,2.1521124243736267,0.632714,999,,,,,,,188.1,3.83877551,188.1,3.83877551,,,,,,,,,,,,,,,,,,,"Daniel Schneemann","25180",682177
"Curtis Mead","WSN",45,191.8,172.331,42.8378,26.39,8.70046,0.578068,7.1692,23.1621,26.0046,14.4926,0.351146,37.918,3.24596,1.48382,0.24667,3.04464,2.91138,1.03946,0.248578,0.0755612,0.197695,0.382211,0.316237,0.430578,0.326328,0.746815,0.182,4.355,0.277085,,-0.0780365,24.2134,1.44232,105.834,-0.0780365,-0.85,1.2612446770071983,-1.3528736233711243,0.623128,999,,,,,,,220.3,4.895555555,220.3,4.895555555,,,,,,,,,,,,,,,,,,,"Curtis Mead","23986",678554
"Carson Benge","NYM",58,243.781,220.952,56.0748,37.455,11.0339,1.01262,6.57337,30.018,27.0651,18.4406,0.620311,54.6735,2.5129,1.50082,0.374888,4.03825,5.31647,1.38515,0.253787,0.0756442,0.224273,0.337286,0.31646,0.402142,0.315978,0.718602,0.148354,5.1915,0.30707,,0.186273,28.7373,-0.205061,102.113,0.186273,0,0.8027573674917221,-2.5884218215942383,0.62246,999,,,,,,,265.7,4.581034482,265.7,4.581034482,,,,,,,,,,,,,,,,,,,"Carson Benge","35177",701807
"Casey Schmitt","SFG",64,271.469,250.005,63.0037,40.2429,11.506,1.39115,9.86368,32.9379,33.5899,14.9893,0.486228,57.8357,3.2963,2.18559,0.992867,3.79472,3.28062,1.0494,0.25201,0.0552156,0.213047,0.259171,0.300541,0.427523,0.3163,0.728065,0.175514,4.58489,0.288035,,-0.0835604,32.0718,-0.15776,101.427,-0.0835604,-0.24,0.3800881579518318,-3.083968386054039,0.620491,999,,,,,,,294.2,4.596875,294.2,4.596875,,,,,,,,,,,,,,,,,,,"Casey Schmitt","27577",669477
"Jasson Domínguez","NYY",43,188.784,169.477,42.5767,26.7544,8.65834,0.625038,6.53891,25.3803,21.8513,16.4373,0.743761,43.0708,1.46277,1.1477,0.258528,2.94402,7.43829,1.78011,0.251224,0.0870692,0.228149,0.381633,0.320789,0.425436,0.326083,0.746225,0.174213,5.68873,0.297795,,0.520733,23.7952,1.38226,108.156,0.520733,-0.88,2.33327317237854,-2.9672614336013794,0.61693,421.5400085449219,,,,,,,228.1,5.304651162,228.1,5.304651162,,,,,,,,,,,,,,,,,,,"Jasson Dominguez","28080",691176
"Daylen Lile","WSN",65,277.266,252.751,66.6702,43.8889,15.5494,1.6583,5.57358,32.9423,31.5974,18.7559,0.503803,48.4745,2.91977,2.26474,0.574536,3.83981,7.75288,1.7366,0.263779,0.067646,0.17483,0.386923,0.319294,0.404577,0.317659,0.723871,0.140798,5.7484,0.304013,,0.490025,33.0609,0.143169,99.9826,0.490025,0.67,0.48424174822866917,-3.4856439232826233,0.609384,206.50999450683594,,,,,,,312,4.8,312,4.8,,,,,,,,,,,,,,,,,,,"Daylen Lile","29995",695734
"Danny Jansen","TEX",34,130.607,113.303,22.7929,13.3721,4.57131,0.283822,4.56563,14.4008,14.4532,13.6339,0.0471675,32.4473,2.26402,0.804203,0.376166,1.6602,0.580908,0.206702,0.201167,0.104389,0.248435,0.420187,0.297609,0.367409,0.297508,0.665018,0.166243,3.08352,0.236427,,-0.123383,13.4474,-2.05865,88.8249,-0.123383,0.57,-1.841478854417801,3.193456709384918,0.60869,999,,,,,,,127.2,3.74117647,127.2,3.74117647,,,,,,,,,,,,,,,,,,,"Danny Jansen","16535",643376
"Jake Meyers","HOU",38,166.025,149.186,36.6416,24.4838,7.1396,0.749071,4.26914,20.2112,16.8359,12.7686,0.116471,34.8831,1.99893,1.0818,0.988819,2.88306,3.64477,1.06362,0.245609,0.0769079,0.210108,0.366039,0.311503,0.389357,0.309846,0.700859,0.143747,5.2189,0.291339,,0.0831577,18.7487,-0.962174,96.4567,0.0831577,0.06,-0.6093200221657753,0.6464197002351284,0.602956,738.1500244140625,,,,,,,171.6,4.515789473,171.6,4.515789473,,,,,,,,,,,,,,,,,,,"Jake Meyers","20308",676694
"Tommy Edman","LAD",59,258.223,234.749,56.2533,37.9369,11.0657,0.956198,6.29453,31.532,27.3468,17.8885,0.356996,48.7402,2.65518,1.83544,1.09505,5.29654,4.10501,1.14566,0.239632,0.0692752,0.188752,0.367017,0.298672,0.375358,0.297639,0.67403,0.135726,4.81027,0.275179,,0.0411319,26.614,-4.04298,86.957,0.0411319,0.81,-3.9901706017553806,1.5288108587265015,0.601449,730.1199951171875,,,,,,,240.4,4.074576271,240.4,4.074576271,,,,,,,,,,,,,,,,,,,"Tommy Edman","19470",669242
"Luis Campusano","SDP",35,139.912,125.965,29.9731,20.1099,5.50877,0.0393053,4.31517,15.1644,16.9194,11.3847,0.0905986,28.8027,1.30486,1.02098,0.236869,2.91907,0.191051,0.0868295,0.237949,0.0813705,0.205863,0.395266,0.305442,0.385077,0.305515,0.690519,0.147128,1.87221,0.273342,,-0.170236,15.3104,-1.30032,95.4862,-0.170236,0,-0.9261416047811508,2.2869057655334473,0.599559,999,,,,,,,133,3.8,133,3.8,,,,,,,,,,,,,,,,,,,"Luis Campusano","22217",669134
"Chase DeLauter","CLE",52,224.834,202.688,51.6916,34.6146,10.7547,0.393353,5.92888,25.3474,26.4759,19.0719,0.468369,35.1978,1.20961,1.54282,0.321567,4.47883,1.52345,0.494895,0.25503,0.0848265,0.15655,0.541848,0.320575,0.399726,0.317422,0.720301,0.144696,3.29158,0.280574,,-0.186896,26.7659,0.0730217,102.269,-0.186896,0,0.41356445848941803,-2.6469504833221436,0.58458,999,,,,,,,240.3,4.621153846,240.3,4.621153846,,,,,,,,,,,,,,,,,,,"Chase DeLauter","32127",800050
"Keibert Ruiz","WSN",45,174.906,162.139,39.1702,26.8404,7.81827,0.0646096,4.44696,17.1056,21.3353,8.78799,0.162907,21.1859,2.18085,1.56271,0.235606,3.38617,1.21889,0.511945,0.241585,0.0502441,0.121127,0.414803,0.28705,0.372882,0.290214,0.659932,0.131297,2.75586,0.251493,,-0.166306,16.9778,-3.7875,81.4596,-0.166306,0.63,-4.0477649718523026,4.1022220849990845,0.58226,720.3499755859375,,,,,,,149.3,3.317777777,149.3,3.317777777,,,,,,,,,,,,,,,,,,,"Keibert Ruiz","19610",660688
"Tristan Peters","CHW",46,199.209,180.293,42.4857,28.9758,8.66917,0.98095,3.85981,21.2852,18.7887,14.5972,0.325721,38.371,1.66329,1.61146,1.04427,3.31185,3.09117,0.782202,0.235648,0.0732758,0.192617,0.380423,0.296451,0.35884,0.290408,0.655291,0.123191,4.78357,0.276544,,0.0581974,19.3681,-4.28261,82.2795,0.0581974,2.03,-4.097216688096523,2.7398765087127686,0.581083,999,,,,,,,178.5,3.880434782,178.5,3.880434782,,,,,,,,,,,,,,,,,,,"Tristan Peters","30063",671976
"Brandon Valenzuela","TOR",34,133.532,120.453,26.3871,17.1914,5.23335,0.112303,3.8501,14.0014,14.3939,11.1753,0.294712,34.8043,0.689397,0.82834,0.385302,2.04625,0.697126,0.260181,0.219065,0.0836901,0.260644,0.321089,0.287291,0.360267,0.286938,0.647559,0.141202,2.87616,0.272755,,-0.119792,12.6082,-3.24505,80.7638,-0.119792,2.07,-3.143444500863552,4.107754707336426,0.579868,999,,,,,,,115.6,3.4,115.6,3.4,,,,,,,,,,,,,,,,,,,"Brandon Valenzuela","23813",678218
"Dalton Rushing","LAD",34,137.181,121.344,27.6181,15.8339,5.77138,0.245568,5.76723,17.6824,18.1718,12.3148,0.294966,38.0837,2.58231,0.774244,0.165397,2.09096,0.430557,0.131524,0.227601,0.0897705,0.277616,0.323362,0.310295,0.421794,0.321182,0.732089,0.194193,3.14073,0.279182,,-0.128804,16.7478,0.461229,102.847,-0.128804,-1.34,0.3386274427175522,0.9018629789352417,0.578337,745.8300170898438,,,,,,,154.6,4.547058823,154.6,4.547058823,,,,,,,,,,,,,,,,,,,"Dalton Rushing","31382",687221
"Joc Pederson","TEX",49,208.186,178.372,41.7731,24.7667,7.65616,0.214696,9.13555,26.1635,27.2529,23.5831,0.863224,44.945,3.87106,1.80136,0.378924,3.66511,1.11862,0.421437,0.234191,0.113279,0.215889,0.524711,0.333421,0.43317,0.336312,0.766591,0.198979,2.87597,0.258838,,-0.221324,27.9611,3.24466,115.455,-0.221324,0,3.5661710649728775,-5.293210029602051,0.575928,999,,,,,,,250.9,5.120408163,250.9,5.120408163,,,,,,,,,,,,,,,,,,,"Joc Pederson","11899",592626
"Spencer Steer","CIN",63,273.196,241.099,57.6537,34.7123,11.2855,1.56605,10.0899,34.7386,32.5868,26.1701,0.182495,59.8794,3.47928,1.93135,0.516268,3.80129,4.06248,1.34152,0.239128,0.0957924,0.219181,0.437047,0.320167,0.424476,0.326976,0.744643,0.185348,4.93764,0.274838,,-0.0802232,34.6319,2.19724,101.395,-0.0802232,-0.28,0.3760034292936325,-3.5800781548023224,0.57538,335.70001220703125,,,,,,,312.9,4.966666666,312.9,4.966666666,,,,,,,,,,,,,,,,,,,"Spencer Steer","26323",668715
"Kyle Stowers","MIA",69,287.849,253.345,58.5613,33.4401,13.0836,0.401286,11.6363,33.5731,39.2751,27.7809,1.07898,83.9394,4.19154,1.9104,0.621624,4.41575,1.71543,0.570401,0.231153,0.0965122,0.291609,0.330964,0.315199,0.423756,0.323492,0.738954,0.192603,3.19505,0.29387,,-0.231952,35.6792,1.50495,102.565,-0.231952,0.02,0.6517787724733353,-4.384461384266615,0.570003,164.42999267578125,,,,,,,324.9,4.708695652,324.9,4.708695652,,,,,,,,,,,,,,,,,,,"Kyle Stowers","26151",669065
"Ernie Clement","TOR",68,291.976,272.909,70.0725,49.707,13.7136,1.48352,5.16844,31.2602,28.9555,12.0652,0.347635,32.1915,1.65616,2.53276,2.81276,4.60274,3.63214,1.18234,0.256762,0.0413226,0.110254,0.374795,0.289781,0.374698,0.290834,0.664479,0.117937,4.58775,0.272613,,-0.0947481,28.4878,-6.17635,83.4381,-0.0947481,-0.48,-5.787001229822636,0.9071150124073029,0.558083,337.67999267578125,,,,,,,259.1,3.810294117,259.1,3.810294117,,,,,,,,,,,,,,,,,,,"Ernie Clement","20352",676391
"Joey Ortiz","MIL",45,192.529,173.876,41.7194,29.8691,6.40177,1.60835,3.84019,21.9627,18.0837,13.8822,0.206681,33.5491,1.38466,1.28144,2.10457,3.42418,5.04426,1.4119,0.239938,0.0721046,0.174255,0.413787,0.29926,0.361514,0.292973,0.660774,0.121576,5.88648,0.27495,,0.188634,19.1174,-3.74012,84.052,0.188634,1.73,-3.48650398850441,2.7274747490882874,0.55774,743.4400024414062,,,,,,,179.3,3.984444444,179.3,3.984444444,,,,,,,,,,,,,,,,,,,"Joey Ortiz","25493",687401
"Ezequiel Duran","TEX",50,212.114,195.423,46.19,31.2136,8.75374,1.61319,4.60941,24.8855,19.7103,12.7806,0.217576,49.7914,1.96569,1.13918,0.805165,3.08577,5.60593,1.47766,0.236359,0.0602534,0.234739,0.256683,0.288376,0.368423,0.28958,0.656798,0.132064,6.12656,0.292488,,0.269514,20.4809,-4.70186,83.3841,0.269514,1.77,-3.8792701363563538,1.721774660050869,0.546381,999,,,,,,,200.7,4.014,200.7,4.014,,,,,,,,,,,,,,,,,,,"Ezequiel Duran","23733",677649
"Royce Lewis","MIN",62,264.221,240.458,57.0969,34.1131,11.568,0.787758,10.6281,32.6783,32.8534,19.6061,0.344772,60.4322,1.81403,1.97907,0.363687,3.45596,4.24708,1.73733,0.23745,0.0742034,0.228718,0.324432,0.297574,0.424708,0.314449,0.722282,0.187258,4.47334,0.27115,,-0.159345,30.8204,-0.548715,98.2744,-0.159345,0.07,-0.6960378289222717,-3.326605014503002,0.544989,193.64999389648438,,,,,,,291.1,4.69516129,291.1,4.69516129,,,,,,,,,,,,,,,,,,,"Royce Lewis","20437",668904
"Sean Murphy","ATL",25,96.7768,84.6055,18.945,11.5555,3.68391,0,3.70559,11.3722,12.2347,9.03819,0.133813,26.2979,2.12413,0.613945,0.141504,1.87264,0.0898628,0.0399933,0.223922,0.0933921,0.271737,0.343685,0.312376,0.39886,0.315121,0.711236,0.174937,1.91101,0.275997,,-0.117707,11.3412,-0.148441,97.7812,-0.117707,1.38,-0.3747266009449959,2.562297821044922,0.541307,746.0599975585938,,,,,,,103.6,4.144,103.6,4.144,,,,,,,,,,,,,,,,,,,"Sean Murphy","19352",669221
"Marcus Semien","NYM",39,165.458,147.502,35.5659,22.9756,6.79585,0.726561,5.06783,19.9112,18.8205,13.9951,0.0843025,31.6294,0.992921,1.51855,0.267756,2.27348,2.59705,0.796228,0.241122,0.0845838,0.191163,0.44247,0.30824,0.40012,0.311536,0.70836,0.158998,4.75823,0.271521,,-0.00932101,18.9106,-0.733009,99.1143,-0.00932101,-0.47,-0.18473478686064482,0.13185182213783264,0.540204,266.25,,,,,,,174.5,4.474358974,174.5,4.474358974,,,,,,,,,,,,,,,,,,,"Marcus Semien","12533",543760
"Henry Davis","PIT",31,124.929,110.835,24.6463,14.8821,4.55938,0.405061,4.79976,14.9404,15.1287,9.84039,0.306278,30.667,2.5921,0.752454,0.9096,1.94896,1.60301,0.547715,0.22237,0.0787677,0.245475,0.320879,0.298975,0.400733,0.307751,0.699708,0.178363,4.4002,0.260726,,-0.0481255,13.8965,-0.93543,91.4015,-0.0481255,0.17,-1.3338794559240341,2.5619751662015915,0.53668,999,,,,,,,130.5,4.209677419,130.5,4.209677419,,,,,,,,,,,,,,,,,,,"Henry Davis","29617",680779
