Name,Team,G,PA,AB,H,1B,2B,3B,HR,R,RBI,BB,IBB,SO,HBP,SF,SH,GDP,SB,CS,AVG,BB%,K%,BB/K,OBP,SLG,wOBA,OPS,ISO,Spd,BABIP,UBR,wSB,wRC,wRAA,wRC+,BsR,Fld,Off,Def,WAR,ADP,InterSD,InterSK,IntraSD,Vol,Skew,Dim,FPTS,FPTS/G,SPTS,SPTS/G,P10,P20,P30,P40,P50,P60,P70,P80,P90,TT10,TT20,TT30,TT40,TT50,TT60,TT70,TT80,TT90,NameASCII,PlayerId,MLBAMID
"Jim Jarvis","ATL",2,9.77543,8.88941,2.14544,1.5566,0.465778,0.0155801,0.107487,1.01608,0.880562,0.693297,0.0268641,1.72206,0.106855,0.0645962,0.021278,0.21927,0.129636,0.026713,0.241348,0.0709224,0.176162,0.402598,0.301984,0.333525,0.284274,0.635509,0.0921769,3.94661,0.286051,,0.0026007,0.901972,-0.258596,76.9616,0.0026007,0,-0.2669626495335251,0.06790123134851456,0.0120139,999,,,,,,,5.2,2.6,5.2,2.6,,,,,,,,,,,,,,,,,,,"Jim Jarvis","33492",805347
"Billy Cook","PIT",5,24.3765,22.2341,4.89204,3.22335,0.987562,0.111661,0.569467,2.66268,2.37087,1.58948,0.0614289,6.80739,0.277206,0.157364,0.118358,0.271796,0.617844,0.16589,0.220025,0.0652056,0.279261,0.233494,0.278617,0.351323,0.278449,0.62994,0.131298,5.4918,0.287892,,0.0285186,2.1345,-0.759543,71.6251,0.0285186,0.18,-0.7993798442184925,0.12488536909222603,0.0118675,999,,,,,,,26.2,5.24,26.2,5.24,,,,,,,,,,,,,,,,,,,"Billy Cook","29573",695257
"Taylor Trammell","HOU",45,196.395,172.938,35.1078,21.6815,7.40753,0.361029,5.65774,21.9295,19.7298,19.5899,0.225,59.7278,2.03224,1.24011,0.594628,2.69212,3.47998,0.97587,0.203008,0.0997473,0.304121,0.327986,0.289734,0.348163,0.285757,0.637897,0.145155,4.42885,0.270699,,0.0656342,18.3566,-4.95997,79.9254,0.0656342,-1.1,-4.5753055065870285,-2.288794755935669,0.0115859,999,,,,,,,168.6,3.746666666,168.6,3.746666666,,,,,,,,,,,,,,,,,,,"Taylor Trammell","19960",666211
"César Salazar","HOU",1,3.03703,2.65567,0.53557,0.374247,0.113178,0.000820069,0.047325,0.283127,0.256002,0.255963,0.00458905,0.647085,0.0810505,0.0251374,0.0192136,0.0578179,0.0214949,0.00738172,0.20167,0.0842806,0.213065,0.395563,0.289144,0.298367,0.268782,0.58751,0.0966964,2.97167,0.245794,,-0.00247854,0.242217,-0.118349,68.2756,-0.00247854,0.04,-0.11589375836774707,0.11716049164533615,0.0110894,999,,,,,,,2.6,2.6,2.6,2.6,,,,,,,,,,,,,,,,,,,"Cesar Salazar","21587",663967
"Joshua Báez","STL",1,3.95677,3.56888,0.839271,0.482535,0.188885,0.0173741,0.150477,0.515182,0.502824,0.288417,0.0153377,1.18907,0.0632505,0.0281768,0.0080466,0.0380842,0.15257,0.00858891,0.235164,0.072892,0.300515,0.242557,0.301601,0.424316,0.315787,0.725917,0.189153,6.49714,0.305112,,0.022646,0.465819,-0.00393988,100.836,0.022646,0,0.026607202365994453,-0.046296294778585434,0.011047,999,,,,,,,1.6,1.6,1.6,1.6,,,,,,,,,,,,,,,,,,,"Joshua Baez","sa3017022",695491
"Hyeseong Kim","LAD",3,13.1129,12.0948,2.92603,2.19427,0.543203,0.0564132,0.132147,1.56237,1.08498,0.826535,0.015489,3.12697,0.0736195,0.0838075,0.0341688,0.249157,0.45277,0.103554,0.241925,0.0630322,0.238465,0.264325,0.29255,0.328944,0.277424,0.621494,0.0870187,6.03048,0.313234,,0.0315376,1.13736,-0.419446,73.3135,0.0315376,0,-0.3873157203197479,0.069444440305233,0.0109508,740.77001953125,,,,,,,10.7,3.566666666,10.7,3.566666666,,,,,,,,,,,,,,,,,,,"Hyeseong Kim","35322",808975
"Maximo Acosta","MIA",2,6.78432,6.22024,1.4519,0.96531,0.301962,0.0348148,0.149816,0.76845,0.682802,0.436461,0.0049953,1.70519,0.0637548,0.0429445,0.020919,0.0994946,0.224496,0.0643056,0.233416,0.0643337,0.251343,0.255959,0.28863,0.365411,0.288961,0.65404,0.131995,5.7316,0.29538,,0.0106327,0.651673,-0.153781,79.2594,0.0106327,-0.02,-0.15779006760567427,0.04172839596867561,0.0105816,999,,,,,,,-0.4,-0.2,-0.4,-0.2,,,,,,,,,,,,,,,,,,,"Maximo Acosta","27963",691185
"Héctor Rodríguez","CIN",2,10.0072,9.27833,2.33152,1.52105,0.461706,0.0293534,0.319408,1.15476,1.20305,0.574819,0.0377378,1.91032,0.0725469,0.0601866,0.0213188,0.18258,0.143029,0.0325127,0.251287,0.0574405,0.190894,0.300903,0.29831,0.410651,0.308528,0.708961,0.159365,4.4794,0.283046,,0.0039348,1.11943,-0.0686498,88.9445,0.0039348,0,-0.12848822493106127,-0.09259258955717087,0.0105415,999,,,,,,,5.2,2.6,5.2,2.6,,,,,,,,,,,,,,,,,,,"Hector Rodriguez","sa3015828",699302
"Tanner Murray","CHW",4,16.9328,15.7498,3.66241,2.45929,0.81392,0.0417444,0.34746,1.66304,1.7082,0.881561,0.0288145,3.8533,0.149538,0.0895649,0.0623004,0.310797,0.122605,0.0292115,0.232537,0.0520624,0.227564,0.228781,0.278208,0.355699,0.279352,0.633908,0.123163,3.56203,0.284823,,-0.00580862,1.49504,-0.515266,74.6916,-0.00580862,0,-0.5102626369334757,0.012345677241683006,0.0105359,999,,,,,,,12.3,3.075,12.3,3.075,,,,,,,,,,,,,,,,,,,"Tanner Murray","28848",695020
"Tim Tawa","ARI",6,26.788,24.1654,5.54202,3.79865,1.00431,0.147145,0.591914,2.98599,2.76133,2.11322,0.0606982,6.43904,0.193521,0.183923,0.132022,0.478596,0.38369,0.132548,0.229337,0.0788869,0.24037,0.328189,0.294446,0.356558,0.288771,0.651004,0.127221,4.92167,0.28583,,-0.00990215,2.56904,-0.611318,79.4862,-0.00990215,0.06,-0.6676497124135494,-0.10203703120350838,0.0101503,748.489990234375,,,,,,,27.9,4.65,27.9,4.65,,,,,,,,,,,,,,,,,,,"Tim Tawa","29571",694374
"Patrick Wisdom","SEA",1,3.01028,2.68815,0.533984,0.250572,0.100281,0.00702248,0.176108,0.375698,0.464077,0.265319,0.00420244,1.09991,0.0314767,0.0175235,0.00780602,0.0263265,0.0333057,0.0102623,0.198643,0.0881377,0.365384,0.241219,0.276698,0.437711,0.309475,0.714409,0.239068,4.23728,0.250322,,-0.00044343,0.339041,-0.0183485,102.194,-0.00044343,-0.03,0.007331296044867486,-0.014567901380360126,0.0101291,999,,,,,,,2.6,2.6,2.6,2.6,,,,,,,,,,,,,,,,,,,"Patrick Wisdom","13602",621550
"Gabriel Gonzalez","MIN",2,9.93313,9.13998,2.27216,1.57051,0.475674,0.0362764,0.189699,1.08055,0.988467,0.579965,0.00572069,2.00339,0.124755,0.064022,0.0244056,0.199357,0.104973,0.0292084,0.248596,0.058387,0.201688,0.289492,0.300431,0.370842,0.296909,0.671272,0.122246,4.20029,0.297032,,-0.00304402,1.01791,-0.161378,86.2371,-0.00304402,0,-0.1639696902129799,-0.09259258955717087,0.00978908,999,,,,,,,5.2,2.6,5.2,2.6,,,,,,,,,,,,,,,,,,,"Gabriel Gonzalez","28833",694224
"Dom Keegan","BAL",1,3.06889,2.77597,0.598843,0.401192,0.110102,0.00986979,0.0776793,0.324242,0.313089,0.235248,0.00236842,0.952224,0.0337728,0.0187097,0.00519751,0.0496845,0.0160074,0.00384799,0.215724,0.0766557,0.310283,0.247051,0.283274,0.346446,0.280677,0.62972,0.130722,3.6095,0.295315,,-0.00191163,0.274247,-0.090101,77.313,-0.00191163,-0.01,-0.0838690388482064,0.06716049276292324,0.00937859,999,,,,,,,2.6,2.6,2.6,2.6,,,,,,,,,,,,,,,,,,,"Dom Keegan","sa3020194",681371
"CJ Kayfus","CLE",2,9.9484,8.89279,2.08376,1.35021,0.440303,0.0323684,0.260887,1.11155,1.09731,0.818633,0.00831875,2.7999,0.148384,0.0647652,0.023821,0.161137,0.0988014,0.0271865,0.234321,0.082288,0.281442,0.29238,0.307397,0.379123,0.304685,0.68652,0.144803,4.06693,0.309131,,-0.00365112,1.08197,-0.0991294,93.528,-0.00365112,-0.07,-0.0794425685890019,-0.18316872417926788,0.00922977,999,,,,,,,5.2,2.6,5.2,2.6,,,,,,,,,,,,,,,,,,,"CJ Kayfus","33704",692216
"Weston Wilson","SEA",8,33.1131,29.6695,6.02292,3.83403,1.14653,0.0902869,0.952075,3.63683,3.23598,2.86848,0.0659271,9.70747,0.220752,0.189074,0.165265,0.418942,0.880227,0.240047,0.203001,0.0866269,0.293161,0.295492,0.276563,0.343998,0.276237,0.620562,0.140998,5.16932,0.26412,,0.0407173,2.84034,-1.09094,79.384,0.0407173,-0.15,-0.7628685049712658,-0.32283951342105865,0.00922711,999,,,,,,,26.8,3.35,26.8,3.35,,,,,,,,,,,,,,,,,,,"Weston Wilson","19358",642215
"Trei Cruz","DET",7,29.6306,26.3862,5.57353,3.71643,1.2559,0.0888308,0.512374,3.06211,2.59864,2.81702,0.0776066,7.89475,0.15107,0.182859,0.0934209,0.454629,0.380656,0.102023,0.211229,0.0950715,0.266439,0.356823,0.289182,0.323813,0.275553,0.612996,0.112585,4.31038,0.278668,,-0.000867802,2.52525,-0.99258,72.0914,-0.000867802,0,-0.9743029653909616,0.012002740986645222,0.00919362,999,,,,,,,28.9,4.128571428,28.9,4.128571428,,,,,,,,,,,,,,,,,,,"Trei Cruz","27569",669360
"Jonatan Clase","TOR",2,6.97553,6.30996,1.39232,0.91161,0.311052,0.0266875,0.142967,0.848382,0.595354,0.536098,0.0131538,1.97724,0.0461616,0.0456753,0.0376292,0.0744584,0.347307,0.0677012,0.220654,0.0768541,0.283454,0.271134,0.284607,0.34638,0.280248,0.630987,0.125726,6.60615,0.294976,,0.033686,0.620942,-0.207213,76.173,0.033686,0.03,-0.16196155175566673,-0.0008641984313726425,0.00863614,999,,,,,,,2.6,1.3,2.6,1.3,,,,,,,,,,,,,,,,,,,"Jonatan Clase","26599",682729
"Collin Price","HOU",1,3.03703,2.73907,0.524553,0.306484,0.109611,0.00753863,0.10092,0.31638,0.329359,0.245808,0,1.03372,0.0308132,0.0182129,0.00313412,0.0301373,0.0338764,0.00626797,0.191508,0.0809367,0.340372,0.237789,0.264074,0.347564,0.271928,0.611638,0.156056,4.34526,0.261077,,0.00110975,0.249935,-0.110631,70.4345,0.00110975,0,-0.10458734212443233,0.07716049253940582,0.00817492,999,,,,,,,2.6,2.6,2.6,2.6,,,,,,,,,,,,,,,,,,,"Collin Price","31415",805672
"Ryan Bliss","SEA",2,7.02398,6.39887,1.33778,0.882237,0.308434,0.0280945,0.119012,0.794099,0.536004,0.457757,0.00340712,1.98197,0.0688314,0.0460708,0.0524563,0.0792482,0.345558,0.0893712,0.209065,0.0651706,0.282172,0.230961,0.267426,0.321844,0.263037,0.589269,0.112779,6.60888,0.280566,,0.0247831,0.527592,-0.306316,70.3248,0.0247831,0.02,-0.2205782700330019,0.050864195451140404,0.00811135,999,,,,,,,-0.4,-0.2,-0.4,-0.2,,,,,,,,,,,,,,,,,,,"Ryan Bliss","29547",669208
"Blake Hunt","SDP",1,2.99812,2.74637,0.582003,0.369574,0.126324,0.00909886,0.0770063,0.292842,0.326573,0.189881,0.000428161,0.783316,0.0353318,0.021311,0.00521846,0.0432026,0.0114,0.00269518,0.211917,0.0633335,0.26127,0.242407,0.269711,0.348657,0.273919,0.618368,0.13674,3.32209,0.264762,,-0.00196924,0.251554,-0.104391,74.1609,-0.00196924,0,-0.09469448286108673,0.07716049253940582,0.0081049,999,,,,,,,2.6,2.6,2.6,2.6,,,,,,,,,,,,,,,,,,,"Blake Hunt","23209",675448
"Tatem Levins","TBR",1,3.01818,2.71647,0.569705,0.367461,0.123645,0.0035255,0.0750734,0.286497,0.325178,0.244139,0.00567113,0.833834,0.0301373,0.0180171,0.00941392,0.0499634,0.0150574,0.00369031,0.209723,0.0808896,0.276271,0.292791,0.280508,0.340744,0.277067,0.621252,0.131022,2.83252,0.270945,,-0.00186885,0.260913,-0.0974141,72.4948,-0.00186885,-0.01,-0.09958983771502972,0.06716049276292324,0.00759874,999,,,,,,,2.6,2.6,2.6,2.6,,,,,,,,,,,,,,,,,,,"Tatem Levins","sa3020278",694420
"Mario Camilletti","CHW",2,6.97232,6.15981,1.36173,0.979352,0.272972,0.00955508,0.0998486,0.674897,0.593455,0.680038,0.00899011,1.63675,0.0533523,0.0499114,0.0292116,0.12844,0.0638757,0.0182125,0.221067,0.0975339,0.234749,0.415481,0.301755,0.317113,0.280648,0.618868,0.0960465,3.29087,0.282103,,-0.00373674,0.62291,-0.204864,75.5816,-0.00373674,0,-0.20414868206717074,0.03086419589817524,0.00756224,999,,,,,,,2.6,1.3,2.6,1.3,,,,,,,,,,,,,,,,,,,"Mario Camilletti","sa3020192",680519
"Willie MacIver","TOR",1,2.98951,2.72166,0.572954,0.397202,0.115394,0.00699341,0.0533636,0.300418,0.259448,0.199004,0.000114439,0.846885,0.0394288,0.0193331,0.0100871,0.0534375,0.0392319,0.0128607,0.210516,0.0665674,0.283285,0.234983,0.27233,0.316875,0.264586,0.589205,0.106359,4.19427,0.282272,,-0.000818708,0.228292,-0.126631,65.4243,-0.000818708,0.01,-0.12249339505797252,0.0871604923158884,0.00720036,999,,,,,,,2.6,2.6,2.6,2.6,,,,,,,,,,,,,,,,,,,"Willie MacIver","24641",680862
"Chuckie Robinson","LAD",5,18.1563,16.8393,3.54346,2.64376,0.57137,0.0283143,0.30001,1.71118,1.62372,0.900441,0.0132115,4.47613,0.180056,0.102365,0.134169,0.393639,0.0452058,0.0178141,0.210428,0.0495938,0.246533,0.201165,0.25657,0.30117,0.249354,0.55774,0.0907418,2.95353,0.26661,,-0.0178974,1.16308,-0.99249,54.3683,-0.0178974,0.1,-1.0095660872757435,0.4858024790883064,0.00666766,999,,,,,,,11.3,2.26,11.3,2.26,,,,,,,,,,,,,,,,,,,"Chuckie Robinson","19824",642020
"Kyler Fedko","MIN",17,72.5118,65.1777,13.97,8.9441,2.74938,0.236763,2.03971,7.92837,7.4224,6.09215,0.012554,18.3507,0.61092,0.520656,0.110459,1.02716,1.16995,0.267062,0.214337,0.0840159,0.253072,0.331984,0.285534,0.357669,0.286003,0.643202,0.143332,4.62759,0.263315,,0.0411918,6.79189,-1.81692,78.7524,0.0411918,0,-1.77242835983634,-0.7393378019332886,0.006569,999,,,,,,,63.8,3.752941176,63.8,3.752941176,,,,,,,,,,,,,,,,,,,"Kyler Fedko","29930",693459
"Adael Amador","COL",3,12.8476,11.4435,2.83157,2.03878,0.531614,0.0354047,0.225769,1.52584,1.24305,1.12891,0.0178284,1.99956,0.109195,0.0863425,0.0796378,0.265286,0.404888,0.127847,0.24744,0.0878693,0.155638,0.564576,0.318742,0.35927,0.30314,0.678012,0.111831,4.95149,0.280059,,0.0109768,1.38125,-0.144052,76.5799,0.0109768,-0.05,-0.3491715919226408,-0.0037037059664726257,0.00652039,999,,,,,,,11.7,3.9,11.7,3.9,,,,,,,,,,,,,,,,,,,"Adael Amador","27962",691182
"Chadwick Tromp","BAL",2,9.20668,8.53265,1.75404,1.24313,0.338609,0,0.172298,0.807235,0.863118,0.536413,0,2.29358,0.0507347,0.0562609,0.0306301,0.171085,0.0135631,0.00610285,0.205568,0.0582634,0.249121,0.233876,0.255141,0.30583,0.250787,0.560971,0.100262,1.96883,0.258326,,-0.00946524,0.600435,-0.492608,56.8005,-0.00946524,0.06,-0.4776428584009409,0.21432098373770714,0.00648073,999,,,,,,,5.2,2.6,5.2,2.6,,,,,,,,,,,,,,,,,,,"Chadwick Tromp","16953",644433
"Nelson Rada","LAA",2,9.75298,8.66785,2.06806,1.59647,0.36993,0.025573,0.0760824,1.06028,0.613311,0.764424,0.024073,2.05583,0.131531,0.0536206,0.135547,0.217148,0.455227,0.0667453,0.238589,0.0783786,0.21079,0.371833,0.308192,0.313501,0.281553,0.621692,0.0749117,5.99964,0.302292,,0.0504537,0.878461,-0.279441,75.2757,0.0504537,0,-0.23339638859033585,-0.05144032835960388,0.00626698,999,,,,,,,5.2,2.6,5.2,2.6,,,,,,,,,,,,,,,,,,,"Nelson Rada","sa3018421",703185
"Tomás Nido","DET",1,2.96306,2.68828,0.604023,0.434457,0.106631,0.00173251,0.0612025,0.276983,0.258206,0.148955,0.00435264,0.704668,0.0227516,0.0200563,0.0789874,0.0609155,0.0103851,0.00543824,0.224688,0.0502707,0.237818,0.211383,0.269347,0.333941,0.267044,0.603288,0.109253,2.4131,0.27945,,-0.00334451,0.232157,-0.119626,66.2519,-0.00334451,0,-0.12105572666041553,0.07716049253940582,0.00623518,999,,,,,,,2.6,2.6,2.6,2.6,,,,,,,,,,,,,,,,,,,"Tomas Nido","13755",621512
"Brian Serven","ATH",1,2.98109,2.70335,0.571069,0.39052,0.113834,0.00589875,0.0608162,0.298397,0.278033,0.215253,0,0.829193,0.0332362,0.0162023,0.0130461,0.0519555,0.0087536,0.0033739,0.211245,0.0722061,0.278151,0.259593,0.276128,0.325207,0.269811,0.601335,0.113962,2.94893,0.278896,,-0.00301444,0.240232,-0.113691,65.5662,-0.00301444,0,-0.12384804245084524,0.07716049253940582,0.00601663,999,,,,,,,2.6,2.6,2.6,2.6,,,,,,,,,,,,,,,,,,,"Brian Serven","19422",661531
"César Prieto","STL",2,9.89193,9.21346,2.26909,1.63693,0.466643,0.011857,0.153659,0.966279,1.03149,0.456319,0.0431846,1.47926,0.110481,0.0676051,0.0440669,0.231372,0.0926716,0.025952,0.24628,0.0461304,0.149542,0.308478,0.28797,0.349535,0.280691,0.637506,0.103255,3.48667,0.276595,,-0.00358444,0.884089,-0.290309,77.149,-0.00358444,-0.04,-0.27414071070961654,0.011440329253673553,0.00593396,999,,,,,,,2.2,1.1,2.2,1.1,,,,,,,,,,,,,,,,,,,"Cesar Prieto","30163",693409
"Garrett Stubbs","PHI",2,9.17549,8.22662,1.77064,1.30995,0.322978,0.0181739,0.119536,0.888976,0.770292,0.707002,0.0177375,2.10183,0.124835,0.0533102,0.0573885,0.161895,0.155952,0.0392319,0.215233,0.0770534,0.22907,0.336374,0.285617,0.302503,0.266436,0.58812,0.0872696,4.36434,0.272525,,0.00377916,0.714398,-0.374942,63.7889,0.00377916,0,-0.39390925387851894,0.15432098507881165,0.00591917,999,,,,,,,6.2,3.1,6.2,3.1,,,,,,,,,,,,,,,,,,,"Garrett Stubbs","18067",596117
"Alek Thomas","LAD",3,13.1129,11.9899,2.79551,1.82986,0.578887,0.0462659,0.340502,1.60668,1.35768,0.804955,0.0212049,3.00774,0.120535,0.0772932,0.120272,0.265816,0.248456,0.068131,0.233157,0.0613864,0.229373,0.267627,0.286393,0.374353,0.290668,0.660747,0.141197,5.13418,0.281574,,0.00712476,1.27766,-0.279145,82.2526,0.00712476,-0.05,-0.27142723836004734,-0.09629629924893379,0.00588715,746.030029296875,,,,,,,10.7,3.566666666,10.7,3.566666666,,,,,,,,,,,,,,,,,,,"Alek Thomas","23792",677950
"Jared Serna","MIA",2,6.78432,6.21522,1.46217,1.01841,0.308689,0.0207917,0.114271,0.686254,0.675365,0.432338,0.0181368,1.21159,0.068126,0.0453045,0.0233382,0.134984,0.141313,0.0237437,0.235256,0.063726,0.178587,0.356834,0.290288,0.34677,0.282462,0.637058,0.111514,4.92559,0.273149,,0.0105373,0.616056,-0.189398,74.8732,0.0105373,0,-0.1935026803985238,0.03086419589817524,0.00585067,999,,,,,,,-0.4,-0.2,-0.4,-0.2,,,,,,,,,,,,,,,,,,,"Jared Serna","sa3015579",691858
"Nolan Jones","CHW",2,6.97232,6.13393,1.40061,0.912845,0.283232,0.0144983,0.190031,0.793008,0.71537,0.708056,0.0247849,1.92263,0.0634236,0.0475192,0.0193975,0.119456,0.115279,0.0377277,0.228338,0.101552,0.275751,0.368275,0.312399,0.37218,0.304324,0.684579,0.143843,4.13984,0.297527,,-0.00128317,0.756264,-0.0715104,91.8295,-0.00128317,-0.03,-0.06834175996482372,-0.12259258888661861,0.00576949,999,,,,,,,2.6,1.3,2.6,1.3,,,,,,,,,,,,,,,,,,,"Nolan Jones","20529",666134
"Yohel Pozo","STL",1,2.96758,2.8227,0.668666,0.479358,0.135509,0,0.0537988,0.261389,0.321315,0.10249,0.00532277,0.4195,0.0156239,0.0201902,0.0065747,0.0612054,0.00342916,0.00141366,0.236889,0.0345367,0.141361,0.244316,0.265714,0.342074,0.266637,0.607788,0.105185,1.82382,0.259482,,-0.00302244,0.231534,-0.120785,67.6636,-0.00302244,0,-0.11788154626265168,0.07716049253940582,0.00564902,999,,,,,,,2.6,2.6,2.6,2.6,,,,,,,,,,,,,,,,,,,"Yohel Pozo","18848",650968
"Will Banfield","CIN",2,6.00432,5.58625,1.14516,0.755291,0.241124,0.0104997,0.138247,0.522933,0.604719,0.298582,0,1.60215,0.0488987,0.0489454,0.0216428,0.0898833,0.0115493,0.00227378,0.204996,0.0497279,0.266833,0.186363,0.249494,0.326163,0.254488,0.575657,0.121166,2.60388,0.258528,,-0.00444788,0.409538,-0.303312,52.4719,-0.00444788,0.05,-0.34602338494732976,0.2043209858238697,0.00540525,999,,,,,,,-0.4,-0.2,-0.4,-0.2,,,,,,,,,,,,,,,,,,,"Will Banfield","23790",677943
"Sebastián Rivero","LAA",2,8.77768,8.13508,1.65473,1.1738,0.348023,0.00873453,0.124164,0.665278,0.70482,0.388397,0.00428526,1.96668,0.0806084,0.0628871,0.110703,0.14498,0.0404709,0.0160205,0.203406,0.0442483,0.224055,0.197488,0.245037,0.294123,0.240327,0.53916,0.0907164,2.72106,0.250619,,-0.00716819,0.498287,-0.543825,46.9838,-0.00716819,0.14,-0.5549615230411291,0.2943209856748581,0.00520479,999,,,,,,,3.2,1.6,3.2,1.6,,,,,,,,,,,,,,,,,,,"Sebastian Rivero","21735",665861
"Connor Joe","SEA",4,17.0582,15.0906,3.17044,2.05197,0.646732,0.0553772,0.416353,1.87057,1.61975,1.63801,0.00497419,4.31644,0.202085,0.0952882,0.0322142,0.264005,0.282948,0.0960081,0.210093,0.0960248,0.253041,0.379483,0.294287,0.343059,0.286573,0.637346,0.132966,4.52452,0.263469,,-0.00357429,1.60564,-0.419566,86.4774,-0.00357429,-0.05,-0.27510852087289095,-0.2845678962767124,0.00471555,999,,,,,,,10.7,2.675,10.7,2.675,,,,,,,,,,,,,,,,,,,"Connor Joe","16572",656582
"Korey Lee","CHW",1,2.98814,2.77879,0.597217,0.401859,0.112017,0.0124275,0.070913,0.300479,0.28565,0.160292,0.000068159,0.837055,0.0243829,0.0137059,0.0109654,0.0473689,0.0422963,0.0160405,0.21492,0.0536426,0.280126,0.191495,0.262629,0.340734,0.266966,0.603363,0.125814,4.68592,0.279276,,-0.00126033,0.233933,-0.120827,66.1917,-0.00126033,-0.02,-0.12017969379667193,0.05716049298644066,0.00438321,999,,,,,,,2.6,2.6,2.6,2.6,,,,,,,,,,,,,,,,,,,"Korey Lee","25543",686676
"Mikey Romero","BOS",2,9.97924,9.25248,2.10063,1.30942,0.544811,0.0318616,0.214544,0.975551,1.10614,0.566266,0.0111841,2.41499,0.0669563,0.0703962,0.023141,0.147791,0.0684264,0.016232,0.227034,0.0567444,0.242001,0.23448,0.274591,0.362367,0.279852,0.636958,0.135333,3.76537,0.281785,,-0.00321003,0.88513,-0.299635,71.0723,-0.00321003,0,-0.34302266617305577,0.03086419589817524,0.00430842,999,,,,,,,8.1,4.05,8.1,4.05,,,,,,,,,,,,,,,,,,,"Mikey Romero","sa3020216",702540
"Christian Koss","SFG",2,6.88509,6.3327,1.49259,1.07159,0.28525,0.0358145,0.0999424,0.71949,0.564971,0.333199,0.0107332,1.55637,0.0816709,0.0450676,0.0924501,0.125493,0.123365,0.033912,0.235696,0.0483942,0.226049,0.214087,0.280813,0.339397,0.274663,0.62021,0.103701,5.1341,0.294962,,0.00287989,0.581825,-0.235592,73.3248,0.00287989,-0.01,-0.21695172390900552,0.03320987708866596,0.00403939,999,,,,,,,-0.4,-0.2,-0.4,-0.2,,,,,,,,,,,,,,,,,,,"Christian Koss","27653",683766
"Rikuu Nishida","CHW",4,16.9328,14.986,3.67931,3.05721,0.55634,0.035926,0.0298271,1.7437,1.00826,1.34271,0.0267712,2.88054,0.244857,0.0981485,0.261043,0.489634,0.501898,0.105733,0.245516,0.0792963,0.170116,0.466129,0.315916,0.293405,0.279104,0.609321,0.0478895,4.99033,0.299781,,0.0323427,1.49166,-0.518651,74.5218,0.0323427,0,-0.4754963405430317,-0.08641975373029709,0.00403525,999,,,,,,,15.2,3.8,15.2,3.8,,,,,,,,,,,,,,,,,,,"Rikuu Nishida","33795",807747
"Oliver Dunn","TBR",2,7.04242,6.31528,1.318,0.877892,0.294188,0.0227031,0.123216,0.724711,0.605381,0.582339,0.0142287,2.1392,0.0762999,0.0320502,0.0364468,0.116513,0.166449,0.0398612,0.2087,0.0826903,0.303759,0.272223,0.282136,0.321006,0.271185,0.603142,0.112306,5.07817,0.292487,,0.00879365,0.575332,-0.260764,68.4581,0.00879365,0.01,-0.2526862984523177,0.04086419567465782,0.00390082,999,,,,,,,2.6,1.3,2.6,1.3,,,,,,,,,,,,,,,,,,,"Oliver Dunn","26295",686554
"José Barrero","BAL",2,7.16075,6.52893,1.30518,0.818693,0.24836,0.0177432,0.220386,0.781871,0.741993,0.465596,0.0104301,2.26769,0.105112,0.0434982,0.017622,0.0828067,0.133272,0.047707,0.199908,0.0650205,0.316683,0.205317,0.262615,0.344649,0.269005,0.607263,0.144741,4.92504,0.265598,,-0.000326008,0.57239,-0.277756,69.3027,-0.000326008,-0.02,-0.2590798440796789,0.04172839596867561,0.00376627,999,,,,,,,-1.4,-0.7,-1.4,-0.7,,,,,,,,,,,,,,,,,,,"Jose Barrero","23378",676480
"Miles Mastrobuoni","SEA",1,3.01028,2.68905,0.598402,0.447046,0.124174,0.00528419,0.0218976,0.299928,0.210654,0.263949,0.00551074,0.658792,0.00833036,0.0185262,0.030426,0.0527021,0.0901911,0.0202342,0.222533,0.0876827,0.218847,0.400657,0.292189,0.297071,0.267456,0.58926,0.0745376,4.9655,0.284429,,0.00591454,0.236857,-0.120532,73.3574,0.00591454,0,-0.08849401911720634,0.01543209794908762,0.00344305,999,,,,,,,2.6,2.6,2.6,2.6,,,,,,,,,,,,,,,,,,,"Miles Mastrobuoni","20017",670156
"Otto Kemp","PHI",3,13.2535,11.9017,2.76733,1.78036,0.555501,0.0751222,0.356343,1.523,1.49222,0.875662,0.0413259,3.61673,0.358543,0.0996108,0.0179589,0.188155,0.229894,0.0643953,0.232515,0.0660704,0.272889,0.242115,0.302333,0.381635,0.301992,0.683968,0.149119,5.33101,0.300313,,0.00369367,1.41259,-0.160901,87.7861,0.00369367,-0.16,-0.19006304652430117,-0.20629629492759705,0.00344205,999,,,,,,,10.7,3.566666666,10.7,3.566666666,,,,,,,,,,,,,,,,,,,"Otto Kemp","31792",805249
"RJ Schreck","TOR",1,2.98951,2.60979,0.573526,0.355688,0.128762,0.00431312,0.0847636,0.339179,0.31558,0.304222,0.0157167,0.675082,0.0503438,0.0174963,0.00765778,0.0472882,0.0322181,0.00618937,0.219759,0.101763,0.225817,0.450644,0.311246,0.36984,0.303057,0.681086,0.15008,3.95977,0.261728,,0.0002226,0.321203,-0.0337202,91.8264,0.0002226,0,-0.028541027364553884,-0.046296294778585434,0.00318777,999,,,,,,,2.6,2.6,2.6,2.6,,,,,,,,,,,,,,,,,,,"RJ Schreck","sa3022602",702302
